,WGTS
RB.SHF,10.0
L.DCE,8.0
JM.DCE,4.0
TA.CZC,0.0
HC.SHF,0.0
EG.DCE,0.0
MA.CZC,0.0
ZC.CZC,0.0
PP.DCE,0.0
J.DCE,0.0
I.DCE,-4.0
V.DCE,-10.0
BU.SHF,-10.0
