,WGTS
RB.SHF,4.646408326363721
HC.SHF,4.357298474945534
JM.DCE,2.2257834757834756
J.DCE,-0.8226390259953932
I.DCE,-2.4137098720733765
ZC.CZC,-2.710908696595099
