,WGTS
RB.SHF,5.0
L.DCE,4.0
JM.DCE,2.0
TA.CZC,0.0
HC.SHF,0.0
EG.DCE,0.0
MA.CZC,0.0
ZC.CZC,0.0
PP.DCE,0.0
J.DCE,0.0
I.DCE,-2.0
V.DCE,-5.0
BU.SHF,-5.0
