,WGTS
RB.SHF,4.64640832636372
L.DCE,3.9800995024875623
JM.DCE,2.2257834757834756
TA.CZC,0.0
HC.SHF,0.0
MA.CZC,0.0
ZC.CZC,0.0
PP.DCE,0.0
J.DCE,0.0
I.DCE,-2.4137098720733765
BU.SHF,-4.724111866969008
V.DCE,-4.975124378109452
