,净值,杠杆倍数,每日PnL,资金占用比例
2013-01-04,1.0,0.0,0.0,0.0
2013-01-07,1.0,0.0,0.0,0.0
2013-01-08,1.00069,1.021575,690.0,0.07146094195005447
2013-01-09,0.99709,0.984675,-3600.0,0.06912841368381992
2013-01-10,0.99814,1.016835,1050.0,0.07131108862484221
2013-01-11,0.9952,1.004895,-2940.0,0.07068192323151125
2013-01-14,0.995155,0.9795,-45.0,0.0688988147575001
2013-01-15,0.997555,0.97665,2400.0,0.06853306333986597
2013-01-16,0.998845,1.00002,1290.0,0.07008234510860042
2013-01-17,1.000045,1.00122,1200.0,0.07008224629891655
2013-01-18,1.004425,1.0146,4380.0,0.07070911217860965
2013-01-21,1.001815,1.01049,-2610.0,0.07060614983804395
2013-01-22,0.9976,1.007025,-4215.0,0.07066133720930233
2013-01-23,0.998185,1.00836,585.0,0.07071354508432806
2013-01-24,1.00123,1.009155,3045.0,0.07055406849575023
2013-01-25,1.002595,1.01427,1365.0,0.07081513472538761
2013-01-28,1.006135,1.02081,3540.0,0.0710209862493602
2013-01-29,1.007215,1.02189,1080.0,0.07101989148295051
2013-01-30,1.00651,1.026435,-705.0,0.07138572890482957
2013-01-31,1.00606,1.024485,-450.0,0.07128198119396459
2013-02-01,1.00981,1.026735,3750.0,0.07117324051059111
2013-02-04,1.0154,0.993265,5590.0,0.06847404963561159
2013-02-05,1.014085,0.9882,-1315.0,0.06821321684079737
2013-02-06,1.01812,0.985485,4035.0,0.06775620751974228
2013-02-07,1.02499,0.987855,6870.0,0.06746392647733149
2013-02-08,1.027435,0.98805,2445.0,0.06731666723442359
2013-02-18,1.023165,0.98528,-4270.0,0.06740809155903496
2013-02-19,1.021625,0.98374,-1540.0,0.06740418450997186
2013-02-20,1.01808,0.982445,-3545.0,0.06754984873487348
2013-02-21,1.016575,0.97119,-1505.0,0.06687484937166466
2013-02-22,1.016775,0.991275,200.0,0.06824444936195323
2013-02-25,1.017045,1.006125,270.0,0.06924841083727859
2013-02-26,1.00716,0.99249,-9885.0,0.06898040033361134
