,净值,杠杆倍数,每日PnL,资金占用比例
2013-01-04,1.0,0.0,0.0,0.0
2013-01-07,1.0,0.0,0.0,0.0
2013-01-08,1.0,0.0,0.0,0.0
2013-01-09,1.0,0.0,0.0,0.0
2013-01-10,1.0,0.0,0.0,0.0
2013-01-11,1.0,0.0,0.0,0.0
2013-01-14,1.0002787,1.01702295,27870.0,0.06618006061710602
2013-01-15,0.99459025,0.9967457,-568845.0,0.06502781874244193
2013-01-16,0.9897939,1.00228735,-479635.0,0.06578908194928257
2013-01-17,0.99202195,0.9984325,222805.0,0.06546684980105531
2013-01-18,0.9975225,1.00770425,550055.0,0.06567845537318708
2013-01-21,0.99355685,0.99873355,-396565.0,0.05907978290321284
2013-01-22,0.99266385,1.00270175,-89300.0,0.05931256235431562
2013-01-23,0.9933059,1.0012973,64205.0,0.06683010641535503
2013-01-24,0.99478005,0.9888844,147415.0,0.06458678780299222
2013-01-25,0.99304385,1.0051918,-173620.0,0.06453865254792124
2013-01-28,0.99480155,1.0007679,175770.0,0.06672738698487152
2013-01-29,0.99332285,1.0029755,-147870.0,0.06438976411345013
2013-01-30,0.9949969,1.0044646,167405.0,0.06055188815161133
2013-01-31,0.99834405,1.00417075,334715.0,0.0640461587365598
2013-02-01,0.9921576,1.0023918,-618645.0,0.06451692352102126
2013-02-04,0.9919345,1.00930855,-22310.0,0.06449927288545765
2013-02-05,0.99287255,0.9970876,93805.0,0.07030412110799115
2013-02-06,0.99582885,1.000233,295630.0,0.06595738615124476
2013-02-07,1.00782675,1.0066419,1199790.0,0.06713203038121383
2013-02-08,1.00713815,1.0006381,-68860.0,0.06217091369242641
2013-02-18,0.97274605,0.9758213,-3439210.0,0.06852451264130037
2013-02-19,0.97208065,1.0023987,-66540.0,0.07217345700688518
2013-02-20,0.97101335,0.9978948,-106730.0,0.07361994250645472
2013-02-21,0.95733625,0.98779045,-1367710.0,0.06950299385404032
2013-02-22,0.95314775,0.9966168,-418850.0,0.06851088511723392
2013-02-25,0.95979395,0.9915392,664620.0,0.07024718482545135
