,WGTS
NGc1,9280.0
LGOc1,4068.0
MOG92SGMc2,3364.0
RBc2,3064.0
GO10SGSWMc1,3016.0
EBOBNWEMc2,388.0
HOc1,0.0
CLc2,0.0
CLc1,0.0
NACFRJPSWMc2,0.0
LCOc2,0.0
LCOc1,0.0
HOc2,0.0
NACFRJPSWMc1,0.0
EBOBNWEMc1,-388.0
GO10SGSWMc2,-3008.0
RBc1,-3032.0
MOG92SGMc1,-3328.0
LGOc2,-4052.0
NGc2,-9152.0
