,WGTS
NGc1,24.0
LCOc2,8.0
RBc2,8.0
HOc1,8.0
GO10SGSWMc1,8.0
CLc2,8.0
MOG92SGMc2,0.0
NACFRJPSWMc2,0.0
NACFRJPSWMc1,0.0
LGOc2,0.0
LGOc1,0.0
MOG92SGMc1,0.0
RBc1,-8.0
GO10SGSWMc2,-8.0
LCOc1,-8.0
HOc2,-8.0
CLc1,-8.0
NGc2,-24.0
