,WGTS
GO10SGSWMc1,32.0
MOG92SGMc2,4.0
RBc2,4.0
LGOc1,4.0
HOc1,4.0
LCOc2,0.0
EBOBNWEMc1,0.0
EBOBNWEMc2,0.0
LCOc1,0.0
NACFRJPSWMc2,0.0
CLc1,0.0
CLc2,0.0
NACFRJPSWMc1,0.0
RBc1,-4.0
HOc2,-4.0
LGOc2,-4.0
MOG92SGMc1,-4.0
GO10SGSWMc2,-32.0
