,WGTS
GO10SGSWMc1,4048.0
LGOc1,546.0
HOc1,396.0
MOG92SGMc2,0.0
RBc2,0.0
LGOc2,0.0
EBOBNWEMc2,0.0
LCOc1,0.0
GO10SGSWMc2,0.0
NACFRJPSWMc2,0.0
LCOc2,0.0
CLc1,0.0
CLc2,0.0
HOc2,0.0
NACFRJPSWMc1,0.0
EBOBNWEMc1,-52.0
RBc1,-406.0
MOG92SGMc1,-446.0
