,净值,杠杆倍数,每日PnL,资金占用比例
2013-01-04,1.0,0.0,0.0,0.0
2013-01-07,1.0,0.0,0.0,0.0
2013-01-08,0.9958213,0.99502225,-417870.0,0.06994383178990046
2013-01-09,0.9923024,0.99613905,-351890.0,0.0702706488465613
2013-01-10,0.9909678,1.00170765,-133460.0,0.07075864170359522
2013-01-11,0.99164995,0.9847809,68215.0,0.0695151177086229
2013-01-14,0.99004585,1.0100889,-160410.0,0.07141711972228358
2013-01-15,0.9885266,0.99201935,-151925.0,0.07024733021852929
2013-01-16,0.98943055,0.9941298,90395.0,0.07033246143450898
2013-01-17,0.99359355,1.0056736,416300.0,0.07085105574608451
2013-01-18,0.99870375,1.0174988,511020.0,0.07131736112936396
2013-01-21,0.99941045,0.9943928,70670.0,0.06964855730696032
2013-01-22,0.9970023,1.00115745,-240815.0,0.07029173503411176
2013-01-23,0.9934944,1.0049892,-350790.0,0.07080990491743085
2013-01-24,0.9946712,0.99743905,117680.0,0.07019478748354231
2013-01-25,0.9935344,1.0059279,-113680.0,0.07087319070180158
2013-01-28,0.9991153,1.0059179,558090.0,0.07047660365125027
2013-01-29,1.0018684,1.003591,275310.0,0.07012035712474814
2013-01-30,0.99859805,1.00529225,-327035.0,0.07046925186765587
2013-01-31,0.99985495,1.00271215,125690.0,0.0702000330147888
2013-02-01,1.0011685,1.0054457,131355.0,0.07029905455475277
2013-02-04,1.0058915,1.01317785,472300.0,0.07050705717266724
2013-02-05,1.00835955,0.9909755,246805.0,0.06879320476510586
2013-02-06,1.01173235,0.99689625,337280.0,0.0689735160687508
2013-02-07,1.03136065,1.0189766,1962830.0,0.06915947588266046
2013-02-08,1.03300825,0.9999777,164760.0,0.06776174246430268
2013-02-18,1.02903305,0.9898221,-397520.0,0.06733267410604549
2013-02-19,1.02589565,0.9981834,-313740.0,0.06810910836789298
2013-02-20,1.02955835,0.9966041,366270.0,0.06775943005075916
2013-02-21,1.0289039,0.98292675,-65445.0,0.0668720105930204
2013-02-22,1.0254099,0.9891707,-349400.0,0.06752611711667696
