,WGTS
RB.SHF,11.235955056179776
L.DCE,9.598080383923216
TA.CZC,0.0
JM.DCE,0.0
V.DCE,0.0
FU.SHF,0.0
RU.SHF,0.0
MA.CZC,0.0
ZC.CZC,0.0
J.DCE,0.0
BU.SHF,0.0
I.DCE,-6.037735849056604
PP.DCE,-9.152270907218854
HC.SHF,-10.607265977194379
