日期,LL神华煤化工价格
2013-08-26,11150.0
2013-08-27,11200.0
2013-08-28,11350.0
2013-08-29,11450.0
2013-08-30,11450.0
2013-09-02,11450.0
2013-09-03,11450.0
2013-09-04,11550.0
2013-09-05,11600.0
2013-09-06,11600.0
2013-09-09,11650.0
2013-09-10,11650.0
2013-09-11,11650.0
2013-09-12,11600.0
2013-09-13,11600.0
2013-09-16,11550.0
2013-09-17,11450.0
2013-09-18,11450.0
2013-09-23,11250.0
2013-09-24,11200.0
2013-09-25,11150.0
2013-09-26,11150.0
2013-09-27,11200.0
2013-10-08,11450.0
2013-10-09,11550.0
2013-10-10,11550.0
2013-10-11,11650.0
2013-10-14,11650.0
2013-10-15,11550.0
2013-10-16,11500.0
2013-10-17,11450.0
2013-10-18,11450.0
2013-10-21,11450.0
2013-10-22,11450.0
2013-10-23,11350.0
