日期,现货（常州sg-5低端价）
2018/9/19,6800
2018/9/20,6820
2018/9/21,6820
2018/9/25,6850
2018/9/26,6750
2018/9/27,6750
2018/9/28,6800
2018/10/8,6730
2018/10/9,6760
2018/10/10,6780
2018/10/11,6650
2018/10/12,6650
2018/10/15,6600
2018/10/16,6500
2018/10/17,6600
2018/10/18,6600
2018/10/19,6600
2018/10/22,6600
2018/10/23,6600
2018/10/24,6600
2018/10/25,6570
2018/10/26,6570
2018/10/29,6570
2018/10/30,6570
2018/10/31,6550
2018/11/1,6500
2018/11/2,6480
2018/11/5,6450
2018/11/6,6370
2018/11/7,6370
2018/11/8,6370
2018/11/9,6350
2018/11/12,6370
2018/11/13,6370
2018/11/14,6370
2018/11/15,6370
2018/11/16,6370
2018/11/19,6450
2018/11/20,6430
2018/11/21,6480
2018/11/22,6380
2018/11/23,6400
2018/11/26,6500
2018/11/27,6450
2018/11/28,6500
2018/11/29,6500
2018/11/30,6550
2018/12/3,6480
2018/12/4,6580
2018/12/5,6630
2018/12/6,6630
2018/12/7,6630
2018/12/10,6630
2018/12/11,6630
2018/12/12,6630
2018/12/13,6630
2018/12/14,6630
2018/12/17,6630
2018/12/18,6630
2018/12/19,6630
2018/12/20,6600
2018/12/21,6600
2018/12/24,6600
2018/12/25,6680
2018/12/26,6680
2018/12/27,6600
2018/12/28,6600
2019/1/2,6600
2019/1/3,6550
2019/1/4,6520
2019/1/7,6520
2019/1/8,6521
2019/1/9,6500
2019/1/10,6550
2019/1/11,6480
2019/1/14,6450
