date,MOPJ
2012/9/25,933.539
2012/9/26,935.959
2012/9/27,952.997
2012/9/28,961.303
2012/10/1,950.921
2012/10/2,938.294
2012/10/3,904.302
2012/10/4,950.298
2012/10/5,945.654
2012/10/8,941.707
2012/10/9,962.402
2012/10/10,961.61
2012/10/11,969.889
2012/10/12,949.919
2012/10/15,959.286
2012/10/16,964.75
2012/10/17,958.587
2012/10/18,948.414
2012/10/19,930.737
2012/10/22,929.053
2012/10/23,917.477
2012/10/24,914.816
2012/10/25,921.375
2012/10/26,930.991
2012/10/29,935.5
2012/10/30,930.712
2012/10/31,931.097
2012/11/1,927.313
2012/11/2,902.254
2012/11/5,915.949
2012/11/6,940.687
2012/11/7,899.513
2012/11/8,907.116
2012/11/9,926.643
2012/11/12,926.378
2012/11/13,917.918
2012/11/14,927.048
2012/11/15,922.271
2012/11/16,929.596
2012/11/19,945.685
2012/11/20,920.014
2012/11/21,929.173
2012/11/23,932.384
2012/11/26,930.324
2012/11/27,927.298
2012/11/28,931.951
2012/11/29,943.488
2012/11/30,949.227
2012/12/3,935.975
2012/12/4,920.292
2012/12/5,911.164
2012/12/6,907.795
2012/12/7,909.163
2012/12/10,914.061
2012/12/11,910.589
2012/12/12,917.552
2012/12/13,901.638
2012/12/14,921.873
2012/12/17,927.661
2012/12/18,935.759
2012/12/19,945.673
2012/12/20,941.32
2012/12/21,937.845
2012/12/24,941.539
2012/12/26,961.403
2012/12/27,951.059
2012/12/28,938.942
2012/12/31,943.255
2013/1/2,943.363
2013/1/3,937.274
2013/1/4,929.11
2013/1/7,934.558
2013/1/8,941.433
2013/1/9,941.221
2013/1/10,934.844
2013/1/11,911.502
2013/1/14,927.382
2013/1/15,918.858
2013/1/16,915.702
2013/1/17,935.581
2013/1/18,946.095
2013/1/22,961.26
2013/1/23,962.751
2013/1/24,958.788
2013/1/25,960.524
2013/1/28,960.629
2013/1/29,963.366
2013/1/30,968.779
2013/1/31,966.328
2013/2/1,962.724
2013/2/4,955.242
2013/2/5,962.467
2013/2/6,977.427
2013/2/7,976.52
2013/2/8,981.279
2013/2/11,975.722
2013/2/12,985.924
2013/2/13,994.332
2013/2/14,1001.698
2013/2/15,1005.984
2013/2/19,990.899
2013/2/20,968.758
2013/2/21,953.434
2013/2/22,964.965
2013/2/25,975.58
2013/2/26,958.178
2013/2/27,955.344
2013/2/28,943.856
2013/3/1,913.224
2013/3/4,909.4
2013/3/5,922.713
2013/3/6,914.163
2013/3/7,913.695
2013/3/8,917.966
2013/3/11,913.817
2013/3/12,907.779
2013/3/13,900.557
2013/3/14,901.111
2013/3/15,909.924
2013/3/18,903.499
2013/3/19,887.131
2013/3/20,898.728
2013/3/21,891.476
2013/3/22,893.842
2013/3/25,898.166
2013/3/26,900.636
2013/3/27,904.251
2013/3/28,901.116
2013/4/1,901.622
2013/4/2,894.11
2013/4/3,858.378
2013/4/4,859.58
2013/4/5,854.601
2013/4/8,861.642
2013/4/9,867.51
2013/4/10,854.835
2013/4/11,842.203
2013/4/12,835.399
2013/4/15,817.851
2013/4/16,818.763
2013/4/17,803.04
2013/4/18,812.712
2013/4/19,816.785
2013/4/22,825.901
2013/4/23,818.928
2013/4/24,827.025
2013/4/25,846.258
2013/4/26,840.929
2013/4/29,845.133
2013/4/30,835.408
2013/5/1,809.376
2013/5/2,826.42
2013/5/3,833.323
2013/5/6,845.516
2013/5/7,849.062
2013/5/8,857.441
2013/5/9,859.037
2013/5/10,856.457
2013/5/13,849.703
2013/5/14,845.223
2013/5/15,850.108
2013/5/16,854.4
2013/5/17,863.798
2013/5/20,868.921
2013/5/21,861.104
2013/5/22,848.129
2013/5/23,849.557
2013/5/24,850.734
2013/5/28,868.128
2013/5/29,851.481
2013/5/30,854.291
2013/5/31,837.91
2013/6/3,850.345
2013/6/4,867.011
2013/6/5,858.251
2013/6/6,863.724
2013/6/7,870.356
2013/6/10,863.273
2013/6/11,857.006
2013/6/12,860.006
2013/6/13,872.42
2013/6/14,877.656
2013/6/17,869.24
2013/6/18,873.449
2013/6/19,874.128
2013/6/20,847.371
2013/6/21,847.136
2013/6/24,850.262
2013/6/25,842.59
2013/6/26,846.916
2013/6/27,848.229
2013/6/28,847.271
2013/7/1,849.963
2013/7/2,866.681
2013/7/3,875.253
2013/7/5,891.821
2013/7/8,890.006
2013/7/9,893.377
2013/7/10,902.598
2013/7/11,900.056
2013/7/12,913.659
2013/7/15,910.906
2013/7/16,909.235
2013/7/17,906.508
2013/7/18,906.127
2013/7/19,901.549
2013/7/22,895.79
2013/7/23,898.32
2013/7/24,889.875
2013/7/25,893.05
2013/7/26,893.666
2013/7/29,892.402
2013/7/30,887.94
2013/7/31,893.616
2013/8/1,907.93
2013/8/2,902.708
2013/8/5,903.107
2013/8/6,897.028
2013/8/7,892.089
2013/8/8,890.172
2013/8/9,903.864
2013/8/12,910.862
2013/8/13,918.093
2013/8/14,925.338
2013/8/15,927.083
2013/8/16,930.908
2013/8/19,926.301
2013/8/20,925.504
2013/8/21,924.171
2013/8/22,929.714
2013/8/23,941.467
2013/8/26,938.619
2013/8/27,965.961
2013/8/28,976.961
2013/8/29,961.249
2013/8/30,952.862
2013/9/3,962.714
2013/9/4,958.742
2013/9/5,958.726
2013/9/6,968.228
2013/9/9,955.305
2013/9/10,938.529
2013/9/11,939.525
2013/9/12,944.978
2013/9/13,949.368
2013/9/16,940.747
2013/9/17,923.337
2013/9/18,939.931
2013/9/19,922.947
2013/9/20,923.455
2013/9/23,914.057
2013/9/24,913.168
2013/9/25,906.839
2013/9/26,915.755
2013/9/27,906.505
2013/9/30,902.987
2013/10/1,893.35
2013/10/2,901.064
2013/10/3,899.917
2013/10/4,900.653
2013/10/7,902.864
2013/10/8,911.222
2013/10/9,905.181
2013/10/10,930.025
2013/10/11,928.664
2013/10/14,929.252
2013/10/15,925.814
2013/10/16,934.038
2013/10/17,923.31
2013/10/18,929.994
2013/10/21,927.052
2013/10/22,925.882
2013/10/23,901.787
2013/10/24,904.464
2013/10/25,904.426
2013/10/28,924.035
2013/10/29,917.659
2013/10/30,934.318
2013/10/31,930.91
2013/11/1,906.39
2013/11/4,908.881
2013/11/5,900.806
2013/11/6,899.486
2013/11/7,886.804
2013/11/8,910.412
2013/11/11,919.603
2013/11/12,914.906
2013/11/13,930.245
2013/11/14,937.286
2013/11/15,930.523
2013/11/18,929.148
2013/11/19,923.85
2013/11/20,939.635
2013/11/21,959.701
2013/11/22,969.885
2013/11/25,961.267
2013/11/26,956.897
2013/11/27,953.483
2013/11/29,948.739
2013/12/2,959.91
2013/12/3,966.542
2013/12/4,957.27
2013/12/5,951.502
2013/12/6,957.123
2013/12/9,938.569
2013/12/10,942.471
2013/12/11,946.776
2013/12/12,944.206
2013/12/13,944.94
2013/12/16,955.088
2013/12/17,948.293
2013/12/18,962.156
2013/12/19,965.596
2013/12/20,976.92
2013/12/23,973.019
2013/12/24,975.538
2013/12/26,976.339
2013/12/27,979.806
2013/12/30,969.464
2013/12/31,965.065
2014/1/2,932.013
2014/1/3,925.254
2014/1/6,924.014
2014/1/7,929.575
2014/1/8,926.937
2014/1/9,928.196
2014/1/10,937.971
2014/1/13,925.987
2014/1/14,917.978
2014/1/15,922.604
2014/1/16,909.371
2014/1/17,918.086
2014/1/21,927.57
2014/1/22,943.436
2014/1/23,937.331
2014/1/24,941.288
2014/1/27,927.022
2014/1/28,927.084
2014/1/29,930.113
2014/1/30,932.806
2014/1/31,924.358
2014/2/3,910.751
2014/2/4,903.209
2014/2/5,908.527
2014/2/6,917.416
2014/2/7,932.836
2014/2/10,917.701
2014/2/11,922.726
2014/2/12,922.404
2014/2/13,918.473
2014/2/14,925.832
2014/2/18,937.457
2014/2/19,932.545
2014/2/20,931.026
2014/2/21,928.998
2014/2/24,938.697
2014/2/25,932.824
2014/2/26,930.573
2014/2/27,927.831
2014/2/28,929.312
2014/3/3,935.917
2014/3/4,918.525
2014/3/5,903.952
2014/3/6,907.625
2014/3/7,915.164
2014/3/10,906.616
2014/3/11,916.463
2014/3/12,913.03
2014/3/13,913.118
2014/3/14,923.237
2014/3/17,903.786
2014/3/18,910.708
2014/3/19,905.84
2014/3/20,912.3
2014/3/21,915.974
2014/3/24,915.928
2014/3/25,912.464
2014/3/26,913.596
2014/3/27,921.443
2014/3/28,926.14
2014/3/31,929.354
2014/4/1,899.051
2014/4/2,891.227
2014/4/3,903.344
2014/4/4,907.875
2014/4/7,905.026
2014/4/8,921.681
2014/4/9,921.276
2014/4/10,918.835
2014/4/11,921.549
2014/4/14,936.056
2014/4/15,933.874
2014/4/16,933.091
2014/4/17,931.772
2014/4/21,936.157
2014/4/22,938.839
2014/4/23,939.428
2014/4/24,950.8
2014/4/25,942.232
2014/4/28,932.095
2014/4/29,939.104
2014/4/30,931.845
2014/5/1,914.818
2014/5/2,920.933
2014/5/5,913.763
2014/5/6,913.371
2014/5/7,926.661
2014/5/8,929.465
2014/5/9,922.779
2014/5/12,923.584
2014/5/13,927.685
2014/5/14,934.608
2014/5/15,929.068
2014/5/16,932.962
2014/5/19,933.885
2014/5/20,939.498
2014/5/21,949.122
2014/5/22,948.333
2014/5/23,952.953
2014/5/27,949.79
2014/5/28,945.196
2014/5/29,947.898
2014/5/30,939.791
2014/6/2,923.368
2014/6/3,922.924
2014/6/4,919.35
2014/6/5,925.423
2014/6/6,924.989
2014/6/9,938.159
2014/6/10,935.731
2014/6/11,940.105
2014/6/12,963.526
2014/6/13,961.068
2014/6/16,964.793
2014/6/17,967.065
2014/6/18,974.155
2014/6/19,979.815
2014/6/20,980.294
2014/6/23,974.332
2014/6/24,976.974
2014/6/25,973.587
2014/6/26,967.348
2014/6/27,975.229
2014/6/30,970.468
2014/7/1,963.832
2014/7/2,958.412
2014/7/3,959.555
2014/7/7,951.388
2014/7/8,947.199
2014/7/9,942.096
2014/7/10,950.282
2014/7/11,942.046
2014/7/14,952.813
2014/7/15,953.732
2014/7/16,944.203
2014/7/17,947.29
2014/7/18,944.894
2014/7/21,955.384
2014/7/22,954.182
2014/7/23,954.502
2014/7/24,944.763
2014/7/25,956.998
2014/7/28,949.301
2014/7/29,945.754
2014/7/30,931.34
2014/7/31,929.202
2014/8/1,918.684
2014/8/4,918.837
2014/8/5,900.701
2014/8/6,906.831
2014/8/7,915.894
2014/8/8,908.171
2014/8/11,909.91
2014/8/12,902.419
2014/8/13,907.984
2014/8/14,884.023
2014/8/15,898.47
2014/8/18,883.503
2014/8/19,891.303
2014/8/20,899.011
2014/8/21,899.348
2014/8/22,897.628
2014/8/25,899.429
2014/8/26,904.479
2014/8/27,907.748
2014/8/28,898.318
2014/8/29,906.371
2014/9/2,884.165
2014/9/3,907.658
2014/9/4,897.489
2014/9/5,889.199
2014/9/8,885.641
2014/9/9,874.261
2014/9/10,867.4
2014/9/11,873.175
2014/9/12,869.073
2014/9/15,871.7
2014/9/16,878.572
2014/9/17,874.157
2014/9/18,866.692
2014/9/19,873.742
2014/9/22,861.802
2014/9/23,859.209
2014/9/24,858.236
2014/9/25,850.462
2014/9/26,851.24
2014/9/29,853.603
2014/9/30,832.111
2014/10/1,830.446
2014/10/2,825.966
2014/10/3,814.241
2014/10/6,818.749
2014/10/7,807.797
2014/10/8,788.475
2014/10/9,759.541
2014/10/10,759.893
2014/10/13,757.612
2014/10/14,725.167
2014/10/15,712.475
2014/10/16,719.834
2014/10/17,726.4
2014/10/20,721.099
2014/10/21,728.176
2014/10/22,712.822
2014/10/23,726.83
2014/10/24,722.474
2014/10/27,719.898
2014/10/28,724.027
2014/10/29,737.063
2014/10/30,728.622
2014/10/31,726.458
2014/11/3,719.513
2014/11/4,703.725
2014/11/5,697.582
2014/11/6,695.021
2014/11/7,690.772
2014/11/10,667.844
2014/11/11,673.913
2014/11/12,676.097
2014/11/13,648.343
2014/11/14,665.986
2014/11/17,668.555
2014/11/18,659.345
2014/11/19,667.919
2014/11/20,672.958
2014/11/21,679.938
2014/11/24,671.148
2014/11/25,662.671
2014/11/26,659.971
2014/11/28,605.441
2014/12/1,621.094
2014/12/2,593.916
2014/12/3,589.765
2014/12/4,591.755
2014/12/5,579.904
2014/12/8,551.724
2014/12/9,554.426
2014/12/10,527.898
2014/12/11,521.546
2014/12/12,512.11
2014/12/15,509.452
2014/12/16,503.503
2014/12/17,504.032
2014/12/18,487.433
2014/12/19,510.46
2014/12/22,496.707
2014/12/23,509.057
2014/12/24,492.672
2014/12/26,489.222
2014/12/29,471.087
2014/12/30,474.169
2014/12/31,465.116
2015/1/2,462.603
2015/1/5,438.563
2015/1/6,421.909
2015/1/7,423.677
2015/1/8,423.997
2015/1/9,425.935
2015/1/12,412.06
2015/1/13,413.185
2015/1/14,436.843
2015/1/15,423.248
2015/1/16,439.747
2015/1/20,422.917
2015/1/21,435.716
2015/1/22,426.054
2015/1/23,423.835
2015/1/26,423.357
2015/1/27,437.685
2015/1/28,432.146
2015/1/29,442.737
2015/1/30,483.776
2015/2/2,504.649
2015/2/3,525.236
2015/2/4,480.696
2015/2/5,494.808
2015/2/6,509.978
2015/2/9,523.649
2015/2/10,507.968
2015/2/11,502.194
2015/2/12,526.01
2015/2/13,535.706
2015/2/17,546.319
2015/2/18,525.533
2015/2/19,527.486
2015/2/20,527.496
2015/2/23,523.321
2015/2/24,518.465
2015/2/25,545.672
2015/2/26,532.207
2015/2/27,556.299
2015/3/2,527.069
2015/3/3,544.534
2015/3/4,544.585
2015/3/5,532.907
2015/3/6,527.378
2015/3/9,519.496
2015/3/10,502.599
2015/3/11,516.296
2015/3/12,511.061
2015/3/13,495.109
2015/3/16,491.285
2015/3/17,486.847
2015/3/18,508.305
2015/3/19,499.389
2015/3/20,510.796
2015/3/23,519.052
2015/3/24,520.887
2015/3/25,537.786
2015/3/26,551.571
2015/3/27,521.823
2015/3/30,524.795
2015/3/31,509.622
2015/4/1,516.591
2015/4/2,494.368
2015/4/6,526.178
2015/4/7,526.366
2015/4/8,493.491
2015/4/9,502.541
2015/4/10,518.019
2015/4/13,521.535
2015/4/14,529.413
2015/4/15,566.387
2015/4/16,569.065
2015/4/17,561.431
2015/4/20,556.377
2015/4/21,542.886
2015/4/22,552.048
2015/4/23,569.603
2015/4/24,574.041
2015/4/27,575.065
2015/4/28,577.616
2015/4/29,580.83
2015/4/30,585.851
2015/5/1,580.457
2015/5/4,580.248
2015/5/5,585.455
2015/5/6,577.613
2015/5/7,561.393
2015/5/8,570.155
2015/5/11,566.924
2015/5/12,583.105
2015/5/13,582.082
2015/5/14,582.418
2015/5/15,588.469
2015/5/18,582.93
2015/5/19,561.218
2015/5/20,570.748
2015/5/21,579.766
2015/5/22,563.067
2015/5/26,553.72
2015/5/27,540.125
2015/5/28,550.528
2015/5/29,577.872
2015/6/1,574.428
2015/6/2,578.234
2015/6/3,564.333
2015/6/4,547.055
2015/6/5,557.187
2015/6/8,554.861
2015/6/9,578.504
2015/6/10,589.614
2015/6/11,584.794
2015/6/12,572.275
2015/6/15,565.4
2015/6/16,562.406
2015/6/17,556.216
2015/6/18,562.244
2015/6/19,553.604
2015/6/22,556.357
2015/6/23,565.662
2015/6/24,555.153
2015/6/25,550.363
2015/6/26,551.907
2015/6/29,543.415
2015/6/30,553.763
2015/7/1,538.101
2015/7/2,544.637
2015/7/6,498.779
2015/7/7,500.282
2015/7/8,498.311
2015/7/9,506.579
2015/7/10,506.635
2015/7/13,500.538
2015/7/14,499.923
2015/7/15,492.612
2015/7/16,500.856
2015/7/17,507.987
2015/7/20,506.271
2015/7/21,506.763
2015/7/22,495.301
2015/7/23,488.928
2015/7/24,486.725
2015/7/27,481.971
2015/7/28,479.277
2015/7/29,480.717
2015/7/30,484.064
2015/7/31,477.676
2015/8/3,456.68
2015/8/4,466.279
2015/8/5,459.608
2015/8/6,456.165
2015/8/7,447.369
2015/8/10,464.296
2015/8/11,459.042
2015/8/12,463.305
2015/8/13,457.638
2015/8/14,449.211
2015/8/17,446.313
2015/8/18,446.756
2015/8/19,434.899
2015/8/20,427.864
2015/8/21,414.062
2015/8/24,381.837
2015/8/25,380.939
2015/8/26,369.635
2015/8/27,415.851
2015/8/28,442.237
2015/8/31,474.696
2015/9/1,433.318
2015/9/2,443.561
2015/9/3,448.976
2015/9/4,442.523
2015/9/8,449.392
2015/9/9,432.613
2015/9/10,446.952
2015/9/11,439.591
2015/9/14,425.843
2015/9/15,435.289
2015/9/16,450.384
2015/9/17,445.331
2015/9/18,432.077
2015/9/21,448.245
2015/9/22,450.083
2015/9/23,436.87
2015/9/24,439.818
2015/9/25,442.971
2015/9/28,434.781
2015/9/29,438.895
2015/9/30,441.185
2015/10/1,437.359
2015/10/2,439.747
2015/10/5,452.143
2015/10/6,474.52
2015/10/7,466.748
2015/10/8,479.553
2015/10/9,474.377
2015/10/12,454.353
2015/10/13,453.482
2015/10/14,458.167
2015/10/15,455.214
2015/10/16,463.278
2015/10/19,443.082
2015/10/20,443.628
2015/10/21,438.112
2015/10/22,444.27
2015/10/23,444.135
2015/10/26,441.834
2015/10/27,436.295
2015/10/28,459.124
2015/10/29,459.473
2015/10/30,467.027
2015/11/2,464.337
2015/11/3,480.68
2015/11/4,464.189
2015/11/5,459.175
2015/11/6,456.055
2015/11/9,456.737
2015/11/10,456.934
2015/11/11,442.769
2015/11/12,431.95
2015/11/13,429.058
2015/11/16,433.27
2015/11/17,430.454
2015/11/18,436.944
2015/11/19,440.508
2015/11/20,438.537
2015/11/23,442.996
2015/11/24,460.344
2015/11/25,459.077
2015/11/27,455.873
2015/11/30,452.425
2015/12/1,455.915
2015/12/2,436.503
2015/12/3,441.334
2015/12/4,431.28
2015/12/7,417.49
2015/12/8,417.755
2015/12/9,418.451
2015/12/10,424.503
2015/12/11,420.961
2015/12/14,413.122
2015/12/15,411.365
2015/12/16,407.552
2015/12/17,409.47
2015/12/18,412.523
2015/12/21,404.9
2015/12/22,398.647
2015/12/23,412.284
2015/12/24,417.894
2015/12/28,405.595
2015/12/29,415.765
2015/12/30,405.996
2015/12/31,414.699
2016/1/4,419.774
2016/1/5,414.411
2016/1/6,388.477
2016/1/7,380.311
2016/1/8,367.201
2016/1/11,348.965
2016/1/12,341.845
2016/1/13,333.753
2016/1/14,333.379
2016/1/15,315.309
2016/1/19,322.529
2016/1/20,313.831
2016/1/21,319.821
2016/1/22,338.393
2016/1/25,315.23
2016/1/26,308.176
2016/1/27,321.193
2016/1/28,340.386
2016/1/29,349.468
2016/2/1,335.807
2016/2/2,313.672
2016/2/3,327.083
2016/2/4,325.275
2016/2/5,315.53
2016/2/8,301.218
2016/2/9,272.376
2016/2/10,291.326
2016/2/11,294.833
2016/2/12,327.584
2016/2/16,303.351
2016/2/17,321.509
2016/2/18,313.593
2016/2/19,307.602
2016/2/22,324.536
2016/2/23,312.847
2016/2/24,329.956
2016/2/25,338.959
2016/2/26,331.347
2016/2/29,340.683
2016/3/1,343.082
2016/3/2,347.369
2016/3/3,348.251
2016/3/4,360.541
2016/3/7,370.283
2016/3/8,355.662
2016/3/9,377.188
2016/3/10,369.666
2016/3/11,372.624
2016/3/14,364.282
2016/3/15,360.181
2016/3/16,376.659
2016/3/17,385.41
2016/3/18,381.338
2016/3/21,387.975
2016/3/22,392.899
2016/3/23,382.896
2016/3/24,388.502
2016/3/28,380.943
2016/3/29,384.194
2016/3/30,389.284
2016/3/31,387.1
2016/4/1,374.474
2016/4/4,362.876
2016/4/5,364.069
2016/4/6,374.915
2016/4/7,367.848
2016/4/8,389.09
2016/4/11,395.738
2016/4/12,407.035
2016/4/13,398.144
2016/4/14,396.566
2016/4/15,389.132
2016/4/18,389.799
2016/4/19,399.016
2016/4/20,408.352
2016/4/21,396.602
2016/4/22,405.182
2016/4/25,401.266
2016/4/26,413.009
2016/4/27,419.532
2016/4/28,422.671
2016/4/29,419.72
2016/5/2,405.81
2016/5/3,396.879
2016/5/4,391.529
2016/5/5,391.728
2016/5/6,395.397
2016/5/9,380.269
2016/5/10,396.994
2016/5/11,418.528
2016/5/12,423.111
2016/5/13,421.414
2016/5/16,432.487
2016/5/17,434.882
2016/5/18,430.001
2016/5/19,427.303
2016/5/20,423.766
2016/5/23,423.506
2016/5/24,425.734
2016/5/25,430.326
2016/5/26,425.15
2016/5/27,424.574
2016/5/31,421.834
2016/6/1,426.747
2016/6/2,433.291
2016/6/3,423.89
2016/6/6,430.878
2016/6/7,434.008
2016/6/8,438.043
2016/6/9,437.904
2016/6/10,427.879
2016/6/13,423.953
2016/6/14,422.798
2016/6/15,419.297
2016/6/16,411.275
2016/6/17,426.441
2016/6/20,437.94
2016/6/21,439.973
2016/6/22,432.04
2016/6/23,438.74
2016/6/24,416.439
2016/6/27,408.949
2016/6/28,421.714
2016/6/29,434.912
2016/6/30,417.648
2016/7/1,429.07
2016/7/5,410.252
2016/7/6,415.798
2016/7/7,393.586
2016/7/8,401.798
2016/7/11,395.514
2016/7/12,414.117
2016/7/13,392.682
2016/7/14,402.914
2016/7/15,406.054
2016/7/18,400.77
2016/7/19,398.372
2016/7/20,397.221
2016/7/21,387.8
2016/7/22,385.893
2016/7/25,379.718
2016/7/26,380.939
2016/7/27,367.603
2016/7/28,363.331
2016/7/29,362.598
2016/8/1,355.238
2016/8/2,353.748
2016/8/3,367.431
2016/8/4,373.879
2016/8/5,370.439
2016/8/8,376.2
2016/8/9,371.203
2016/8/10,365.565
2016/8/11,380.044
2016/8/12,383.346
2016/8/15,390.429
2016/8/16,399.803
2016/8/17,410.274
2016/8/18,419.014
2016/8/19,416.24
2016/8/22,404.336
2016/8/23,412.852
2016/8/24,405.825
2016/8/25,410.601
2016/8/26,413.39
2016/8/29,406.418
2016/8/30,397.772
2016/8/31,380.335
2016/9/1,376.787
2016/9/2,390.086
2016/9/6,399.894
2016/9/7,406.035
2016/9/8,424.993
2016/9/9,406.197
2016/9/12,409.792
2016/9/13,397.961
2016/9/14,387.538
2016/9/15,398.367
2016/9/16,397
2016/9/19,394.586
2016/9/20,394.396
2016/9/21,408.116
2016/9/22,419.751
2016/9/23,402.009
2016/9/26,413.861
2016/9/27,398.411
2016/9/28,422.541
2016/9/29,417.365
2016/9/30,422.022
2016/10/3,429.268
2016/10/4,431.921
2016/10/5,443.414
2016/10/6,446.433
2016/10/7,444.554
2016/10/10,450.521
2016/10/11,442.16
2016/10/12,436.312
2016/10/13,443.175
2016/10/14,444.476
2016/10/17,443.03
2016/10/18,446.034
2016/10/19,453.354
2016/10/20,449.688
2016/10/21,455.903
2016/10/24,456.724
2016/10/25,452.516
2016/10/26,448.237
2016/10/27,451.604
2016/10/28,442.083
2016/10/31,428.868
2016/11/1,432.515
2016/11/2,426.649
2016/11/3,424.679
2016/11/4,415.182
2016/11/7,415.01
2016/11/8,415.984
2016/11/9,417.041
2016/11/10,418.433
2016/11/11,414.976
2016/11/14,406.114
2016/11/15,423.937
2016/11/16,421.853
2016/11/17,425.338
2016/11/18,430.188
2016/11/21,443.733
2016/11/22,444.457
2016/11/23,441.095
2016/11/25,427.324
2016/11/28,438.067
2016/11/29,424.151
2016/11/30,459.052
2016/12/1,469.748
2016/12/2,475.995
2016/12/5,475.756
2016/12/6,468.37
2016/12/7,460.728
2016/12/8,466.119
2016/12/9,469.695
2016/12/12,475.828
2016/12/13,478.8
2016/12/14,466.951
2016/12/15,473.522
2016/12/16,482.294
2016/12/19,478.196
2016/12/20,484.16
2016/12/21,480.133
2016/12/22,487.035
2016/12/23,486.695
2016/12/27,495.184
2016/12/28,495.594
2016/12/29,497.489
2016/12/30,498.58
2017/1/3,491.93
2017/1/4,505.85
2017/1/5,507.438
2017/1/6,512.282
2017/1/9,496.523
2017/1/10,488.638
2017/1/11,507.917
2017/1/12,515.374
2017/1/13,507.143
2017/1/17,507.4
2017/1/18,496.992
2017/1/19,501.155
2017/1/20,511.622
2017/1/23,510.653
2017/1/24,513.474
2017/1/25,506.115
2017/1/26,512.12
2017/1/27,507.56
2017/1/30,506.933
2017/1/31,511.929
2017/2/1,516.221
2017/2/2,511.631
2017/2/3,517.01
2017/2/6,510.386
2017/2/7,502.407
2017/2/8,503.745
2017/2/9,511.178
2017/2/10,521.961
2017/2/13,512.67
2017/2/14,515.948
2017/2/15,513.42
2017/2/16,507.047
2017/2/17,504.509
2017/2/21,502.5
2017/2/22,499.216
2017/2/23,507.495
2017/2/24,502.915
2017/2/27,506.077
2017/2/28,502.684
2017/3/1,493.622
2017/3/2,479.609
2017/3/3,489.624
2017/3/6,492.495
2017/3/7,489.499
2017/3/8,468.008
2017/3/9,464.315
2017/3/10,459.611
2017/3/13,459.869
2017/3/14,455.683
2017/3/15,462.693
2017/3/16,461.28
2017/3/17,463.209
2017/3/20,460.749
2017/3/21,454.314
2017/3/22,452.468
2017/3/23,447.934
2017/3/24,451.315
2017/3/27,452.862
2017/3/28,457.115
2017/3/29,469.536
2017/3/30,471.579
2017/3/31,474.245
2017/4/3,471.941
2017/4/4,479.552
2017/4/5,477.996
2017/4/6,481.278
2017/4/7,485.602
2017/4/10,490.503
2017/4/11,489.833
2017/4/12,488.76
2017/4/13,491.094
2017/4/17,486.744
2017/4/18,482.868
2017/4/19,462.244
2017/4/20,464.057
2017/4/21,458.67
2017/4/24,456.349
2017/4/25,459.87
2017/4/26,454.95
2017/4/27,447.367
2017/4/28,450.36
2017/5/1,443.422
2017/5/2,435.431
2017/5/3,440.432
2017/5/4,423.129
2017/5/5,431.796
2017/5/8,431.911
2017/5/9,423.087
2017/5/10,436.136
2017/5/11,441.558
2017/5/12,441.835
2017/5/15,448.17
2017/5/16,447.083
2017/5/17,449.78
2017/5/18,451.14
2017/5/19,458.773
2017/5/22,463.167
2017/5/23,462.547
2017/5/24,459.918
2017/5/25,439.641
2017/5/26,448.672
2017/5/30,447.056
2017/5/31,435.057
2017/6/1,437.316
2017/6/2,430.175
2017/6/5,426.698
2017/6/6,430.462
2017/6/7,411.133
2017/6/8,411.763
2017/6/9,417.027
2017/6/12,416.766
2017/6/13,421.612
2017/6/14,407.04
2017/6/15,405.889
2017/6/16,409.417
2017/6/19,406.204
2017/6/20,402.87
2017/6/21,393.266
2017/6/22,396.362
2017/6/23,397.107
2017/6/26,399.092
2017/6/27,406.271
2017/6/28,411.445
2017/6/29,410.732
2017/6/30,420.772
2017/7/3,430.416
2017/7/5,412.044
2017/7/6,417.587
2017/7/7,409.711
2017/7/10,411.732
2017/7/11,416.577
2017/7/12,417.137
2017/7/13,421.948
2017/7/14,427.114
2017/7/17,423.248
2017/7/18,430.189
2017/7/19,437.531
2017/7/20,436.155
2017/7/21,427.371
2017/7/24,430.895
2017/7/25,442.244
2017/7/26,449.933
2017/7/27,458.312
2017/7/28,463.912
2017/7/31,472.874
2017/8/1,466.54
2017/8/2,468.314
2017/8/3,466.761
2017/8/4,471.73
2017/8/7,467.868
2017/8/8,463.419
2017/8/9,468.39
2017/8/10,462.661
2017/8/11,465.262
2017/8/14,455.986
2017/8/15,457.011
2017/8/16,452.85
2017/8/17,458.961
2017/8/18,475.203
2017/8/21,460.714
2017/8/22,464.242
2017/8/23,470.225
2017/8/24,470.766
2017/8/25,471.556
2017/8/28,467.061
2017/8/29,477.424
2017/8/30,469.621
2017/8/31,494.06
2017/9/1,488.077
2017/9/5,491.999
2017/9/6,499.428
2017/9/7,503.771
2017/9/8,498.147
2017/9/11,497.498
2017/9/12,500.579
2017/9/13,504.745
2017/9/14,503.749
2017/9/15,509.529
2017/9/18,509.409
2017/9/19,505.074
2017/9/20,512.789
2017/9/21,515.22
2017/9/22,519.909
2017/9/25,538.133
2017/9/26,532.487
2017/9/27,525.918
2017/9/28,522.016
2017/9/29,518.995
2017/10/2,506.356
2017/10/3,504.459
2017/10/4,507.175
2017/10/5,519.93
2017/10/6,505.012
2017/10/9,505.796
2017/10/10,515.221
2017/10/11,520.54
