,close,close_dt,commodity,contract,count,direction,holding_period,multiplier,open,open_dt,pnl,rtn,tcost,tcost_mode,tcost_unit,volume
0,1191.0,2013-04-15,JM,JM.DCE,1,1.0,13.0,60,1225.0,2013-04-03,-14280.0,-0.027755102040816326,0,,,7.0
1,1151.0,2013-04-23,JM,JM.DCE,2,1.0,2.0,60,1161.0,2013-04-22,-4200.0,-0.008613264427217916,0,,,7.0
2,1146.0,2013-05-16,JM,JM.DCE,3,1.0,11.0,60,1147.0,2013-05-06,-420.0,-0.0008718395815170009,0,,,7.0
3,1000.0,2013-07-01,JM,JM.DCE,4,1.0,43.0,60,1161.0,2013-05-20,-67620.0,-0.13867355727820843,0,,,7.0
4,1000.0,2013-07-01,JM,JM.DCE,5,1.0,33.0,60,1103.0,2013-05-30,-6180.0,-0.09338168631006347,0,,,1.0
5,1078.0,2013-08-07,JM,JM.DCE,6,1.0,38.0,60,1045.0,2013-07-01,15840.0,0.031578947368421054,0,,,8.0
6,1166.0,2013-08-13,JM,JM.DCE,7,-1.0,2.0,60,1138.0,2013-08-12,-11760.0,-0.02460456942003515,0,,,7.0
7,1190.0,2013-08-27,JM,JM.DCE,8,-1.0,14.0,60,1173.0,2013-08-14,-7140.0,-0.014492753623188406,0,,,7.0
8,1127.0,2013-10-21,JM,JM.DCE,9,1.0,56.0,60,1190.0,2013-08-27,-11340.0,-0.052941176470588235,0,,,3.0
9,1067.0,2013-11-05,JM,JM.DCE,10,1.0,71.0,60,1190.0,2013-08-27,-29520.0,-0.10336134453781512,0,,,4.0
10,926.0,2014-01-30,JM,JM.DCE,11,1.0,87.0,60,1126.0,2013-11-05,-48000.0,-0.17761989342806395,0,,,4.0
11,926.0,2014-01-30,JM,JM.DCE,12,1.0,2.0,60,920.0,2014-01-29,360.0,0.006521739130434782,0,,,1.0
12,927.0,2014-02-11,JM,JM.DCE,13,1.0,2.0,60,911.0,2014-02-10,960.0,0.01756311745334797,0,,,1.0
13,819.0,2014-03-13,JM,JM.DCE,14,1.0,32.0,60,911.0,2014-02-10,-22080.0,-0.10098792535675083,0,,,4.0
14,927.0,2014-02-13,JM,JM.DCE,15,1.0,2.0,60,916.0,2014-02-12,660.0,0.012008733624454149,0,,,1.0
15,925.0,2014-02-17,JM,JM.DCE,16,1.0,4.0,60,921.0,2014-02-14,240.0,0.004343105320304018,0,,,1.0
16,819.0,2014-03-13,JM,JM.DCE,17,1.0,17.0,60,908.0,2014-02-25,-5340.0,-0.09801762114537445,0,,,1.0
17,835.0,2014-05-08,JM,JM.DCE,18,1.0,57.0,60,856.0,2014-03-13,-6300.0,-0.02453271028037383,0,,,5.0
18,758.0,2014-07-23,JM,JM.DCE,19,1.0,76.0,60,839.0,2014-05-09,-24300.0,-0.09654350417163289,0,,,5.0
19,760.0,2014-07-22,JM,JM.DCE,20,1.0,2.0,60,755.0,2014-07-21,300.0,0.006622516556291391,0,,,1.0
20,780.0,2014-07-24,JM,JM.DCE,21,1.0,2.0,60,790.0,2014-07-23,-600.0,-0.012658227848101266,0,,,1.0
21,785.0,2014-07-28,JM,JM.DCE,22,1.0,6.0,60,790.0,2014-07-23,-1500.0,-0.006329113924050633,0,,,5.0
22,775.0,2014-11-18,JM,JM.DCE,23,1.0,113.0,60,805.0,2014-07-29,-9000.0,-0.037267080745341616,0,,,5.0
23,763.0,2014-11-10,JM,JM.DCE,24,1.0,6.0,60,751.0,2014-11-05,720.0,0.015978695073235686,0,,,1.0
24,726.0,2015-01-15,JM,JM.DCE,25,1.0,59.0,60,769.0,2014-11-18,-12900.0,-0.055916775032509754,0,,,5.0
25,759.0,2014-11-28,JM,JM.DCE,26,1.0,10.0,60,755.0,2014-11-19,240.0,0.005298013245033113,0,,,1.0
26,769.0,2014-12-02,JM,JM.DCE,27,1.0,2.0,60,748.0,2014-12-01,1260.0,0.02807486631016043,0,,,1.0
27,762.0,2014-12-04,JM,JM.DCE,28,1.0,2.0,60,753.0,2014-12-03,540.0,0.01195219123505976,0,,,1.0
28,758.0,2014-12-22,JM,JM.DCE,29,1.0,5.0,60,760.0,2014-12-18,-120.0,-0.002631578947368421,0,,,1.0
29,726.0,2015-01-15,JM,JM.DCE,30,1.0,24.0,60,727.0,2014-12-23,-60.0,-0.001375515818431912,0,,,1.0
30,699.0,2015-03-31,JM,JM.DCE,31,1.0,72.0,60,725.0,2015-01-19,-9360.0,-0.03586206896551724,0,,,6.0
31,671.0,2015-05-19,JM,JM.DCE,32,1.0,50.0,60,683.0,2015-03-31,-1440.0,-0.017569546120058566,0,,,2.0
32,616.0,2015-08-10,JM,JM.DCE,33,1.0,133.0,60,683.0,2015-03-31,-16080.0,-0.09809663250366032,0,,,4.0
33,623.0,2015-07-16,JM,JM.DCE,34,1.0,2.0,60,615.0,2015-07-15,480.0,0.013008130081300813,0,,,1.0
34,621.5,2015-07-30,JM,JM.DCE,35,1.0,8.0,60,611.5,2015-07-23,600.0,0.016353229762878167,0,,,1.0
35,616.0,2015-08-10,JM,JM.DCE,36,1.0,11.0,60,610.0,2015-07-31,360.0,0.009836065573770493,0,,,1.0
36,621.0,2015-08-13,JM,JM.DCE,37,1.0,4.0,60,594.0,2015-08-10,1620.0,0.045454545454545456,0,,,1.0
37,554.0,2015-11-24,JM,JM.DCE,38,1.0,107.0,60,594.0,2015-08-10,-9600.0,-0.06734006734006734,0,,,4.0
38,554.0,2015-11-24,JM,JM.DCE,39,1.0,99.0,60,610.5,2015-08-18,-3390.0,-0.09254709254709255,0,,,1.0
39,644.0,2016-03-08,JM,JM.DCE,40,1.0,106.0,60,488.0,2015-11-24,46800.0,0.319672131147541,0,,,5.0
40,506.0,2015-11-26,JM,JM.DCE,41,1.0,2.0,60,494.0,2015-11-25,720.0,0.024291497975708502,0,,,1.0
41,611.5,2016-03-09,JM,JM.DCE,42,-1.0,2.0,60,644.0,2016-03-08,1950.0,0.05046583850931677,0,,,1.0
42,602.0,2016-03-11,JM,JM.DCE,43,-1.0,4.0,60,644.0,2016-03-08,10080.0,0.06521739130434782,0,,,4.0
43,602.0,2016-03-11,JM,JM.DCE,44,-1.0,2.0,60,607.0,2016-03-10,300.0,0.008237232289950576,0,,,1.0
44,610.5,2016-03-14,JM,JM.DCE,45,1.0,4.0,60,602.0,2016-03-11,2550.0,0.014119601328903655,0,,,5.0
45,613.5,2016-03-17,JM,JM.DCE,46,-1.0,4.0,60,610.5,2016-03-14,-900.0,-0.004914004914004914,0,,,5.0
46,622.0,2016-03-18,JM,JM.DCE,47,1.0,2.0,60,613.5,2016-03-17,510.0,0.013854930725346373,0,,,1.0
47,609.5,2016-03-31,JM,JM.DCE,48,1.0,15.0,60,613.5,2016-03-17,-960.0,-0.006519967400162999,0,,,4.0
48,609.5,2016-03-31,JM,JM.DCE,49,1.0,7.0,60,609.0,2016-03-25,30.0,0.0008210180623973727,0,,,1.0
49,643.0,2016-04-01,JM,JM.DCE,50,1.0,2.0,60,617.5,2016-03-31,7650.0,0.04129554655870445,0,,,5.0
50,818.5,2016-04-26,JM,JM.DCE,51,-1.0,26.0,60,643.0,2016-04-01,-10530.0,-0.2729393468118196,0,,,1.0
51,666.5,2016-05-25,JM,JM.DCE,52,-1.0,55.0,60,643.0,2016-04-01,-4230.0,-0.03654743390357698,0,,,3.0
52,666.5,2016-05-25,JM,JM.DCE,53,-1.0,28.0,60,753.0,2016-04-28,5190.0,0.1148738379814077,0,,,1.0
53,741.0,2016-07-12,JM,JM.DCE,54,1.0,49.0,60,666.5,2016-05-25,17880.0,0.11177794448612154,0,,,4.0
54,761.0,2016-07-14,JM,JM.DCE,55,-1.0,3.0,60,741.0,2016-07-12,-4800.0,-0.02699055330634278,0,,,4.0
55,755.0,2016-07-28,JM,JM.DCE,56,1.0,15.0,60,761.0,2016-07-14,-1440.0,-0.00788436268068331,0,,,4.0
56,731.5,2016-07-25,JM,JM.DCE,57,1.0,4.0,60,741.0,2016-07-22,-1140.0,-0.01282051282051282,0,,,2.0
57,755.0,2016-07-28,JM,JM.DCE,58,1.0,2.0,60,741.0,2016-07-27,1680.0,0.018893387314439947,0,,,2.0
58,762.0,2016-07-29,JM,JM.DCE,59,-1.0,2.0,60,755.0,2016-07-28,-1680.0,-0.009271523178807948,0,,,4.0
59,761.5,2016-08-01,JM,JM.DCE,60,1.0,4.0,60,762.0,2016-07-29,-120.0,-0.0006561679790026247,0,,,4.0
60,781.0,2016-08-04,JM,JM.DCE,61,-1.0,4.0,60,761.5,2016-08-01,-4680.0,-0.025607353906762966,0,,,4.0
61,785.5,2016-08-08,JM,JM.DCE,62,1.0,5.0,60,781.0,2016-08-04,1080.0,0.005761843790012804,0,,,4.0
62,823.0,2016-08-09,JM,JM.DCE,63,-1.0,2.0,60,785.5,2016-08-08,-2250.0,-0.047740292807129214,0,,,1.0
