,HC.SHF,I.DCE,J.DCE,JM.DCE,RB.SHF,ZC.CZC
2016-06-23,7.0,-4.0,2.0,4.0,-8.0,-4.0
2016-06-24,7.0,-4.0,2.0,4.0,-8.0,-4.0
2016-06-27,7.0,-4.0,2.0,4.0,-8.0,-4.0
2016-06-28,7.0,-4.0,2.0,4.0,-7.0,-4.0
2016-06-29,7.0,-4.0,2.0,4.0,-7.0,-4.0
2016-06-30,7.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-01,7.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-04,7.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-05,6.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-06,7.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-07,7.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-08,7.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-11,6.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-12,6.0,-4.0,2.0,-4.0,-7.0,4.0
2016-07-13,6.0,-4.0,2.0,-4.0,-7.0,4.0
2016-07-14,6.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-15,6.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-18,6.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-19,7.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-20,7.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-21,7.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-22,10.0,-6.0,0.0,6.0,-10.0,0.0
2016-07-25,7.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-26,7.0,-4.0,2.0,4.0,-7.0,-4.0
2016-07-27,10.0,-6.0,0.0,6.0,-11.0,0.0
2016-07-28,6.0,-4.0,2.0,-4.0,-7.0,4.0
2016-07-29,6.0,-4.0,2.0,4.0,-7.0,-4.0
2016-08-01,6.0,-4.0,2.0,-4.0,-7.0,4.0
2016-08-02,6.0,-3.0,2.0,-4.0,-7.0,4.0
2016-08-03,6.0,-3.0,1.0,-4.0,-7.0,4.0
2016-08-04,6.0,-3.0,-1.0,4.0,-7.0,4.0
2016-08-05,6.0,-4.0,-1.0,4.0,-7.0,4.0
2016-08-08,6.0,-3.0,1.0,-4.0,-7.0,4.0
2016-08-09,6.0,-3.0,1.0,-3.0,-6.0,4.0
2016-08-10,6.0,-3.0,-1.0,3.0,-6.0,4.0
2016-08-11,6.0,-3.0,-1.0,3.0,-6.0,3.0
2016-08-12,6.0,4.0,-1.0,-3.0,-6.0,4.0
2016-08-15,6.0,4.0,-1.0,-3.0,-6.0,4.0
2016-08-16,6.0,4.0,-1.0,-3.0,-6.0,4.0
2016-08-17,6.0,4.0,1.0,-3.0,-6.0,-3.0
2016-08-18,6.0,4.0,-1.0,-3.0,6.0,-3.0
2016-08-19,6.0,4.0,1.0,-3.0,-7.0,-3.0
2016-08-22,6.0,4.0,-1.0,3.0,-6.0,-3.0
2016-08-23,6.0,4.0,-1.0,3.0,-7.0,-3.0
2016-08-24,6.0,4.0,-1.0,3.0,-6.0,-3.0
2016-08-25,6.0,4.0,-1.0,3.0,-6.0,-3.0
2016-08-26,6.0,4.0,-1.0,3.0,-6.0,-3.0
2016-08-29,6.0,-4.0,1.0,3.0,-7.0,-3.0
2016-08-30,-6.0,4.0,1.0,3.0,-7.0,-3.0
2016-08-31,-6.0,4.0,1.0,3.0,-7.0,-3.0
2016-09-01,-6.0,4.0,1.0,3.0,-7.0,-3.0
2016-09-02,6.0,-4.0,1.0,3.0,-7.0,-3.0
2016-09-05,6.0,-4.0,1.0,3.0,-7.0,-3.0
2016-09-06,6.0,-4.0,1.0,3.0,-7.0,-3.0
2016-09-07,6.0,-4.0,1.0,3.0,-7.0,-3.0
2016-09-08,7.0,-4.0,1.0,3.0,-7.0,-3.0
2016-09-09,6.0,-4.0,1.0,3.0,-7.0,-3.0
2016-09-12,-6.0,-4.0,1.0,3.0,-7.0,3.0
2016-09-13,-7.0,-4.0,1.0,3.0,-7.0,3.0
2016-09-14,-7.0,-4.0,1.0,3.0,-7.0,3.0
2016-09-19,-7.0,-4.0,1.0,3.0,-7.0,3.0
2016-09-20,-7.0,4.0,1.0,3.0,-7.0,-3.0
2016-09-21,7.0,-4.0,1.0,3.0,-7.0,-3.0
2016-09-22,7.0,-4.0,1.0,3.0,-7.0,-3.0
2016-09-23,6.0,-4.0,1.0,3.0,-7.0,-3.0
2016-09-26,-6.0,-4.0,1.0,3.0,-7.0,3.0
2016-09-27,-6.0,-4.0,1.0,3.0,-7.0,3.0
2016-09-28,6.0,-4.0,1.0,3.0,-7.0,-3.0
2016-09-29,-6.0,-4.0,1.0,3.0,-7.0,3.0
2016-09-30,6.0,-4.0,1.0,3.0,-7.0,-3.0
2016-10-10,7.0,-4.0,1.0,3.0,-7.0,-3.0
2016-10-11,6.0,-4.0,1.0,3.0,-7.0,-3.0
2016-10-12,-6.0,-4.0,1.0,3.0,-7.0,3.0
2016-10-13,-6.0,-4.0,1.0,3.0,-7.0,3.0
2016-10-14,-6.0,-4.0,1.0,3.0,-7.0,3.0
2016-10-17,-6.0,-4.0,1.0,3.0,-7.0,3.0
2016-10-18,6.0,-4.0,1.0,2.0,-7.0,-3.0
2016-10-19,6.0,-4.0,1.0,2.0,-7.0,-3.0
2016-10-20,6.0,-4.0,1.0,2.0,-7.0,-3.0
2016-10-21,6.0,-4.0,1.0,2.0,-7.0,-3.0
2016-10-24,6.0,-4.0,1.0,2.0,-7.0,-3.0
2016-10-25,6.0,-4.0,1.0,2.0,-7.0,-3.0
2016-10-26,6.0,-4.0,1.0,2.0,-6.0,-3.0
2016-10-27,6.0,-4.0,1.0,2.0,-7.0,-3.0
2016-10-28,-6.0,-3.0,1.0,2.0,-7.0,3.0
2016-10-31,-6.0,-3.0,1.0,2.0,-6.0,3.0
2016-11-01,6.0,-3.0,-1.0,2.0,-6.0,3.0
2016-11-02,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-11-03,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-11-04,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-11-07,5.0,-3.0,-1.0,2.0,-6.0,3.0
2016-11-08,5.0,-3.0,-1.0,2.0,-6.0,2.0
2016-11-09,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-11-10,5.0,-3.0,-1.0,2.0,-6.0,3.0
2016-11-11,5.0,-3.0,-1.0,2.0,-6.0,3.0
2016-11-14,-5.0,-3.0,1.0,2.0,-5.0,3.0
2016-11-15,5.0,-3.0,-1.0,2.0,-6.0,3.0
2016-11-16,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-11-17,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-11-18,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-11-21,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-11-22,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-11-23,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-11-24,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-11-25,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-11-28,-5.0,-3.0,1.0,2.0,-5.0,3.0
2016-11-29,-5.0,-3.0,1.0,2.0,-5.0,3.0
2016-11-30,-5.0,3.0,1.0,2.0,-5.0,-3.0
2016-12-01,-5.0,3.0,1.0,2.0,-6.0,-3.0
2016-12-02,-5.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-05,-5.0,3.0,1.0,2.0,-5.0,-3.0
2016-12-06,-5.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-07,-5.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-08,-4.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-09,-4.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-12,-4.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-13,-4.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-14,-4.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-15,-4.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-16,-4.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-19,-5.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-20,-5.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-21,-5.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-22,-5.0,-3.0,1.0,2.0,-5.0,3.0
2016-12-23,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-12-26,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-12-27,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-12-28,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-12-29,-5.0,-3.0,1.0,2.0,-6.0,3.0
2016-12-30,-5.0,-3.0,1.0,2.0,-6.0,3.0
2017-01-03,-5.0,-3.0,1.0,2.0,-6.0,3.0
2017-01-04,-5.0,-3.0,1.0,2.0,-6.0,3.0
2017-01-05,-5.0,-3.0,1.0,2.0,-6.0,3.0
2017-01-06,-5.0,-3.0,1.0,2.0,-6.0,3.0
2017-01-09,-5.0,-3.0,1.0,2.0,-6.0,3.0
2017-01-10,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-01-11,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-01-12,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-01-13,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-01-16,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-01-17,-4.0,-3.0,1.0,2.0,-5.0,3.0
2017-01-18,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-01-19,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-01-20,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-01-23,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-01-24,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-01-25,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-01-26,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-02-03,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-02-06,5.0,-3.0,1.0,2.0,-5.0,-3.0
2017-02-07,5.0,-3.0,1.0,2.0,-5.0,-3.0
2017-02-08,5.0,-3.0,1.0,2.0,-5.0,-3.0
2017-02-09,5.0,-3.0,1.0,2.0,-5.0,-3.0
2017-02-10,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-02-13,-5.0,-2.0,1.0,2.0,-5.0,3.0
2017-02-14,-4.0,-2.0,1.0,2.0,-5.0,3.0
2017-02-15,-4.0,-2.0,1.0,2.0,-5.0,3.0
2017-02-16,-5.0,-2.0,1.0,2.0,-5.0,3.0
2017-02-17,5.0,-2.0,1.0,-2.0,-5.0,3.0
2017-02-20,-4.0,-2.0,1.0,2.0,-5.0,3.0
2017-02-21,4.0,-2.0,1.0,-2.0,-5.0,3.0
2017-02-22,4.0,-2.0,1.0,-2.0,-5.0,3.0
2017-02-23,5.0,-2.0,1.0,-2.0,-5.0,3.0
2017-02-24,5.0,-2.0,1.0,2.0,-5.0,-3.0
2017-02-27,-5.0,-2.0,1.0,2.0,-5.0,3.0
2017-02-28,-4.0,-2.0,1.0,2.0,-5.0,3.0
2017-03-01,5.0,-2.0,1.0,-2.0,5.0,-3.0
2017-03-02,5.0,-2.0,-1.0,-2.0,5.0,3.0
2017-03-03,5.0,-2.0,-1.0,-2.0,5.0,3.0
2017-03-06,5.0,-2.0,-1.0,-2.0,5.0,3.0
2017-03-07,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-03-08,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-03-09,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-03-10,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-03-13,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-03-14,5.0,-2.0,-1.0,-2.0,5.0,3.0
2017-03-15,5.0,-2.0,-1.0,-2.0,5.0,3.0
2017-03-16,5.0,-2.0,-1.0,-2.0,5.0,3.0
2017-03-17,-5.0,-2.0,-1.0,2.0,5.0,3.0
2017-03-20,-5.0,-2.0,-1.0,2.0,5.0,3.0
2017-03-21,5.0,-2.0,-1.0,-2.0,5.0,3.0
2017-03-22,5.0,-2.0,-1.0,-2.0,5.0,3.0
2017-03-23,-5.0,3.0,-1.0,-2.0,5.0,3.0
2017-03-24,-5.0,3.0,-1.0,-2.0,5.0,3.0
2017-03-27,-5.0,3.0,-1.0,-2.0,5.0,3.0
2017-03-28,-5.0,3.0,-1.0,-2.0,5.0,3.0
2017-03-29,5.0,3.0,-1.0,-2.0,5.0,-3.0
2017-03-30,-5.0,3.0,-1.0,-2.0,5.0,3.0
2017-03-31,5.0,3.0,-1.0,-2.0,5.0,-3.0
2017-04-05,-5.0,3.0,1.0,-2.0,5.0,-3.0
2017-04-06,5.0,3.0,-1.0,-2.0,5.0,-3.0
2017-04-07,-5.0,3.0,1.0,-2.0,5.0,-3.0
2017-04-10,-5.0,3.0,-1.0,2.0,5.0,-3.0
2017-04-11,-5.0,-3.0,1.0,2.0,6.0,-3.0
2017-04-12,-6.0,-3.0,1.0,2.0,6.0,-3.0
2017-04-13,-6.0,-3.0,1.0,2.0,6.0,-3.0
2017-04-14,-6.0,-3.0,1.0,2.0,6.0,-3.0
2017-04-17,-6.0,-3.0,1.0,3.0,6.0,-3.0
2017-04-18,-6.0,-3.0,1.0,2.0,6.0,-3.0
2017-04-19,-6.0,-4.0,1.0,3.0,6.0,-3.0
2017-04-20,-6.0,-3.0,1.0,3.0,-6.0,3.0
2017-04-21,-6.0,-3.0,1.0,2.0,-6.0,3.0
2017-04-24,-6.0,-3.0,1.0,2.0,-6.0,3.0
2017-04-25,-6.0,-3.0,1.0,3.0,-6.0,3.0
2017-04-26,-6.0,-3.0,1.0,3.0,-6.0,3.0
2017-04-27,-6.0,-3.0,1.0,3.0,-6.0,3.0
2017-04-28,-5.0,-3.0,1.0,2.0,-6.0,3.0
2017-05-02,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-05-03,-5.0,-3.0,1.0,2.0,-5.0,3.0
2017-05-04,-5.0,-3.0,1.0,3.0,-5.0,3.0
2017-05-05,-6.0,-3.0,1.0,3.0,-6.0,3.0
2017-05-08,-6.0,-4.0,1.0,3.0,-6.0,3.0
2017-05-09,-6.0,-4.0,1.0,3.0,-6.0,3.0
2017-05-10,-6.0,-4.0,1.0,3.0,-6.0,3.0
2017-05-11,-6.0,-4.0,1.0,3.0,-5.0,3.0
2017-05-12,-6.0,-4.0,1.0,3.0,-5.0,3.0
2017-05-15,-6.0,-4.0,1.0,3.0,6.0,-3.0
2017-05-16,-6.0,-4.0,1.0,3.0,6.0,-3.0
2017-05-17,-6.0,-4.0,1.0,3.0,6.0,-3.0
2017-05-18,-5.0,-3.0,1.0,3.0,5.0,-3.0
2017-05-19,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-05-22,-5.0,-3.0,1.0,3.0,5.0,-3.0
2017-05-23,-5.0,-3.0,1.0,3.0,5.0,-3.0
2017-05-24,-5.0,-3.0,1.0,3.0,5.0,-3.0
2017-05-25,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-05-26,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-05-31,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-01,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-02,-6.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-05,-6.0,-4.0,1.0,3.0,6.0,-3.0
2017-06-06,-6.0,-4.0,1.0,3.0,6.0,-3.0
2017-06-07,-6.0,-4.0,1.0,3.0,6.0,-3.0
2017-06-08,-6.0,-4.0,1.0,3.0,6.0,-3.0
2017-06-09,-6.0,-4.0,1.0,3.0,6.0,-3.0
2017-06-12,-5.0,-4.0,1.0,3.0,6.0,-3.0
2017-06-13,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-14,-6.0,-4.0,1.0,3.0,6.0,-3.0
2017-06-15,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-16,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-19,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-20,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-21,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-22,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-23,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-26,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-27,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-28,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-29,-5.0,-4.0,1.0,3.0,5.0,-3.0
2017-06-30,5.0,-3.0,1.0,-2.0,5.0,-3.0
2017-07-03,5.0,-4.0,1.0,-2.0,5.0,-3.0
2017-07-04,5.0,-3.0,-1.0,2.0,5.0,-3.0
2017-07-05,5.0,-4.0,-1.0,3.0,5.0,-3.0
2017-07-06,5.0,-4.0,-1.0,2.0,5.0,-3.0
2017-07-07,5.0,-4.0,-1.0,2.0,5.0,-3.0
2017-07-10,5.0,-3.0,-1.0,2.0,5.0,-3.0
2017-07-11,5.0,-3.0,-1.0,2.0,5.0,-3.0
2017-07-12,5.0,-3.0,-1.0,2.0,5.0,-3.0
2017-07-13,5.0,-3.0,-1.0,2.0,-5.0,3.0
2017-07-14,5.0,-3.0,-1.0,2.0,-5.0,3.0
2017-07-17,5.0,-3.0,-1.0,2.0,5.0,-3.0
2017-07-18,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-07-19,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-07-20,4.0,-3.0,-1.0,-2.0,5.0,3.0
2017-07-21,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-07-24,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-07-25,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-07-26,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-07-27,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-07-28,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-07-31,5.0,-3.0,-1.0,-2.0,5.0,3.0
2017-08-01,4.0,-3.0,-1.0,-2.0,4.0,3.0
2017-08-02,4.0,-3.0,-1.0,-2.0,5.0,3.0
2017-08-03,4.0,-3.0,-1.0,-2.0,4.0,3.0
2017-08-04,4.0,-3.0,-1.0,2.0,-4.0,3.0
2017-08-07,-4.0,3.0,-1.0,2.0,-4.0,3.0
2017-08-08,-4.0,3.0,-1.0,2.0,-4.0,3.0
2017-08-09,-4.0,3.0,-1.0,-2.0,4.0,3.0
2017-08-10,-4.0,3.0,-1.0,-2.0,4.0,3.0
2017-08-11,-4.0,3.0,-1.0,-2.0,4.0,3.0
2017-08-14,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-08-15,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-08-16,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-08-17,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-08-18,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-08-21,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-08-22,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-08-23,4.0,-3.0,-1.0,-2.0,4.0,3.0
2017-08-24,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-08-25,4.0,-3.0,-1.0,-2.0,4.0,3.0
2017-08-28,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-08-29,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-08-30,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-08-31,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-09-01,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-09-04,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-09-05,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-09-06,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-09-07,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-09-08,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-09-11,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-09-12,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-09-13,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-09-14,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-09-15,4.0,3.0,-1.0,-2.0,4.0,-3.0
2017-09-18,-4.0,3.0,-1.0,2.0,4.0,-3.0
2017-09-19,-4.0,3.0,1.0,2.0,-4.0,-3.0
2017-09-20,-4.0,3.0,1.0,2.0,-4.0,-3.0
2017-09-21,-4.0,3.0,1.0,2.0,-4.0,-3.0
2017-09-22,-4.0,4.0,1.0,2.0,-5.0,-3.0
2017-09-25,-4.0,4.0,1.0,2.0,-5.0,-3.0
2017-09-26,-4.0,-4.0,1.0,2.0,-5.0,3.0
2017-09-27,-4.0,-4.0,1.0,2.0,-5.0,3.0
2017-09-28,-4.0,-4.0,1.0,2.0,-5.0,3.0
2017-09-29,-4.0,-4.0,1.0,2.0,-5.0,3.0
2017-10-09,-4.0,-4.0,1.0,2.0,-5.0,3.0
2017-10-10,-4.0,-4.0,1.0,3.0,-5.0,3.0
2017-10-11,-4.0,-4.0,1.0,3.0,-5.0,3.0
2017-10-12,-4.0,-4.0,1.0,3.0,-5.0,3.0
2017-10-13,-4.0,-4.0,1.0,2.0,-5.0,3.0
2017-10-16,-4.0,-4.0,1.0,2.0,-4.0,3.0
2017-10-17,-4.0,-4.0,1.0,2.0,-4.0,3.0
2017-10-18,-4.0,-4.0,1.0,2.0,-4.0,3.0
2017-10-19,-4.0,-4.0,1.0,2.0,-5.0,3.0
2017-10-20,-4.0,-4.0,1.0,3.0,-5.0,3.0
2017-10-23,-4.0,-4.0,1.0,2.0,-4.0,3.0
2017-10-24,-4.0,-4.0,1.0,2.0,-5.0,3.0
2017-10-25,-4.0,-4.0,1.0,3.0,-4.0,3.0
2017-10-26,-4.0,-4.0,1.0,3.0,-5.0,3.0
2017-10-27,-4.0,-4.0,1.0,3.0,-5.0,3.0
2017-10-30,-4.0,-4.0,1.0,3.0,-5.0,3.0
2017-10-31,-4.0,-4.0,1.0,3.0,-5.0,3.0
2017-11-01,-4.0,-4.0,1.0,3.0,-5.0,3.0
2017-11-02,-4.0,-4.0,1.0,3.0,-5.0,3.0
2017-11-03,-4.0,-4.0,1.0,2.0,-5.0,3.0
2017-11-06,-4.0,-4.0,1.0,2.0,-5.0,3.0
2017-11-07,-4.0,-4.0,1.0,2.0,-4.0,3.0
2017-11-08,-4.0,-4.0,-1.0,2.0,4.0,3.0
2017-11-09,4.0,-4.0,-1.0,2.0,4.0,-3.0
2017-11-10,4.0,-4.0,-1.0,2.0,4.0,-3.0
2017-11-13,-4.0,-4.0,-1.0,2.0,4.0,3.0
2017-11-14,-4.0,-4.0,-1.0,2.0,4.0,3.0
2017-11-15,4.0,-4.0,-1.0,2.0,4.0,-3.0
2017-11-16,-4.0,4.0,-1.0,2.0,4.0,-3.0
2017-11-17,-4.0,-4.0,-1.0,2.0,5.0,3.0
2017-11-20,4.0,-4.0,-1.0,2.0,5.0,-3.0
2017-11-21,4.0,-4.0,-1.0,2.0,5.0,-3.0
2017-11-22,4.0,-4.0,-1.0,2.0,4.0,-3.0
2017-11-23,4.0,-4.0,-1.0,-2.0,4.0,3.0
2017-11-24,4.0,-3.0,-1.0,2.0,4.0,-3.0
2017-11-27,4.0,-3.0,-1.0,-2.0,4.0,3.0
2017-11-28,4.0,-3.0,-1.0,2.0,4.0,-3.0
2017-11-29,4.0,-3.0,-1.0,-2.0,4.0,3.0
2017-11-30,4.0,-3.0,-1.0,2.0,4.0,-3.0
2017-12-01,4.0,-3.0,-1.0,2.0,4.0,-3.0
2017-12-04,4.0,-3.0,-1.0,-2.0,4.0,2.0
2017-12-05,4.0,-3.0,-1.0,-2.0,4.0,2.0
2017-12-06,4.0,-3.0,-1.0,2.0,4.0,-2.0
2017-12-07,4.0,-3.0,-1.0,2.0,4.0,-2.0
2017-12-08,4.0,-3.0,-1.0,2.0,4.0,-2.0
2017-12-11,4.0,-3.0,-1.0,2.0,4.0,-2.0
2017-12-12,4.0,-3.0,-1.0,2.0,4.0,-2.0
2017-12-13,4.0,-3.0,-1.0,2.0,4.0,-2.0
2017-12-14,4.0,-3.0,-1.0,2.0,4.0,-2.0
2017-12-15,-4.0,-3.0,1.0,2.0,4.0,-2.0
2017-12-18,-4.0,-3.0,1.0,2.0,4.0,-2.0
2017-12-19,4.0,-3.0,-1.0,2.0,4.0,-2.0
2017-12-20,4.0,-3.0,1.0,-2.0,4.0,-2.0
2017-12-21,4.0,-3.0,1.0,-2.0,4.0,-3.0
2017-12-22,4.0,-3.0,1.0,-2.0,4.0,-3.0
2017-12-25,-4.0,-3.0,1.0,2.0,4.0,-3.0
2017-12-26,-4.0,-3.0,1.0,2.0,4.0,-3.0
2017-12-27,-4.0,-3.0,1.0,2.0,4.0,-3.0
2017-12-28,-4.0,-3.0,1.0,2.0,4.0,-3.0
2017-12-29,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-02,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-03,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-04,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-05,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-08,4.0,-3.0,1.0,2.0,-4.0,-3.0
2018-01-09,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-10,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-11,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-12,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-15,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-16,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-17,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-18,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-19,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-22,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-23,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-24,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-25,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-01-26,-4.0,-3.0,1.0,2.0,-4.0,2.0
2018-01-29,-4.0,-3.0,1.0,2.0,-4.0,2.0
2018-01-30,-4.0,-3.0,1.0,2.0,-4.0,2.0
2018-01-31,-4.0,-3.0,1.0,2.0,-4.0,2.0
2018-02-01,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-02-02,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-02-05,-4.0,-3.0,1.0,2.0,-4.0,3.0
2018-02-06,4.0,-3.0,-1.0,2.0,-4.0,3.0
2018-02-07,4.0,-3.0,-1.0,2.0,-4.0,3.0
2018-02-08,4.0,-3.0,-1.0,2.0,-4.0,3.0
2018-02-09,4.0,-3.0,-1.0,2.0,-4.0,3.0
2018-02-12,4.0,-3.0,-1.0,2.0,-4.0,3.0
2018-02-13,4.0,-3.0,-1.0,2.0,-4.0,3.0
2018-02-14,4.0,-3.0,-1.0,2.0,-4.0,3.0
2018-02-22,4.0,-3.0,-1.0,2.0,-4.0,3.0
2018-02-23,4.0,-3.0,-1.0,2.0,-4.0,3.0
2018-02-26,4.0,-3.0,-1.0,2.0,-4.0,3.0
2018-02-27,4.0,-3.0,-1.0,2.0,-4.0,3.0
