,close,close_dt,close_exchange_rate,commodity,contract,count,direction,holding_period,multiplier,open,open_dt,open_exchange_rate,pnl,rtn,tcost,tcost_mode,tcost_unit,volume
0,8670.0,2013-01-09,1.0,TA,TA.CZC,1,1.0,2.0,5,8696.0,2013-01-08,1.0,-1560.0,-0.002989880404783809,0,,,12.0
1,8450.0,2013-01-14,1.0,TA,TA.CZC,2,1.0,5.0,5,8576.0,2013-01-10,1.0,-7560.0,-0.014692164179104478,0,,,12.0
2,8712.0,2013-02-04,1.0,TA,TA.CZC,3,1.0,20.0,5,8378.0,2013-01-16,1.0,1670.0,0.039866316543327764,0,,,1.0
3,8648.0,2013-02-22,1.0,TA,TA.CZC,4,1.0,38.0,5,8378.0,2013-01-16,1.0,14850.0,0.032227261876342804,0,,,11.0
4,8186.0,2013-03-07,1.0,TA,TA.CZC,5,1.0,11.0,5,8568.0,2013-02-25,1.0,-22920.0,-0.04458450046685341,0,,,12.0
5,8084.0,2013-03-15,1.0,TA,TA.CZC,6,-1.0,2.0,5,8028.0,2013-03-14,1.0,-3360.0,-0.006975585450921774,0,,,12.0
6,8114.0,2013-03-21,1.0,TA,TA.CZC,7,1.0,2.0,5,8012.0,2013-03-20,1.0,6120.0,0.0127309036445332,0,,,12.0
7,7846.0,2013-05-23,1.0,TA,TA.CZC,8,-1.0,2.0,5,7896.0,2013-05-22,1.0,3250.0,0.006332320162107396,0,,,13.0
8,7810.0,2013-05-27,1.0,TA,TA.CZC,9,-1.0,4.0,5,7828.0,2013-05-24,1.0,1170.0,0.0022994379151762903,0,,,13.0
9,8020.0,2013-06-19,1.0,TA,TA.CZC,10,-1.0,23.0,5,7880.0,2013-05-28,1.0,-700.0,-0.017766497461928935,0,,,1.0
10,7900.0,2013-07-10,1.0,TA,TA.CZC,11,-1.0,44.0,5,7880.0,2013-05-28,1.0,-1200.0,-0.0025380710659898475,0,,,12.0
11,7900.0,2013-07-10,1.0,TA,TA.CZC,12,-1.0,20.0,5,7862.0,2013-06-21,1.0,-190.0,-0.004833375731366065,0,,,1.0
12,7668.0,2013-07-11,1.0,TA,TA.CZC,13,-1.0,2.0,5,7600.0,2013-07-10,1.0,-4420.0,-0.008947368421052631,0,,,13.0
13,8000.0,2013-08-06,1.0,TA,TA.CZC,14,-1.0,15.0,5,7914.0,2013-07-23,1.0,-430.0,-0.010866818296689411,0,,,1.0
14,7766.0,2013-10-08,1.0,TA,TA.CZC,15,-1.0,78.0,5,7914.0,2013-07-23,1.0,8880.0,0.018701036138488752,0,,,12.0
15,8078.0,2013-08-14,1.0,TA,TA.CZC,16,-1.0,7.0,5,7960.0,2013-08-08,1.0,-590.0,-0.014824120603015075,0,,,1.0
16,8066.0,2013-08-28,1.0,TA,TA.CZC,17,-1.0,8.0,5,7886.0,2013-08-21,1.0,-900.0,-0.02282525995434948,0,,,1.0
17,8004.0,2013-08-30,1.0,TA,TA.CZC,18,-1.0,2.0,5,8002.0,2013-08-29,1.0,-10.0,-0.00024993751562109475,0,,,1.0
18,8018.0,2013-09-10,1.0,TA,TA.CZC,19,-1.0,8.0,5,8004.0,2013-09-03,1.0,-70.0,-0.0017491254372813594,0,,,1.0
19,7766.0,2013-10-08,1.0,TA,TA.CZC,20,-1.0,28.0,5,7940.0,2013-09-11,1.0,870.0,0.021914357682619647,0,,,1.0
20,7740.0,2013-10-10,1.0,TA,TA.CZC,21,-1.0,2.0,5,7778.0,2013-10-09,1.0,1330.0,0.004885574697865775,0,,,7.0
21,7476.0,2013-12-02,1.0,TA,TA.CZC,22,-1.0,55.0,5,7778.0,2013-10-09,1.0,9060.0,0.03882746207251221,0,,,6.0
22,7476.0,2013-12-02,1.0,TA,TA.CZC,23,-1.0,46.0,5,7612.0,2013-10-18,1.0,680.0,0.01786652653704677,0,,,1.0
23,6876.0,2014-02-07,1.0,TA,TA.CZC,24,-1.0,68.0,5,7484.0,2013-12-02,1.0,21280.0,0.08123997862105825,0,,,7.0
24,6478.0,2014-03-11,1.0,TA,TA.CZC,25,-1.0,30.0,5,6840.0,2014-02-10,1.0,12670.0,0.05292397660818714,0,,,7.0
25,6478.0,2014-03-11,1.0,TA,TA.CZC,26,-1.0,15.0,5,6516.0,2014-02-25,1.0,190.0,0.005831798649478207,0,,,1.0
26,6770.0,2014-06-06,1.0,TA,TA.CZC,27,-1.0,88.0,5,6386.0,2014-03-11,1.0,-1920.0,-0.060131537738803635,0,,,1.0
27,6792.0,2014-06-10,1.0,TA,TA.CZC,28,-1.0,92.0,5,6386.0,2014-03-11,1.0,-14210.0,-0.06357657375508925,0,,,7.0
28,7058.0,2014-06-18,1.0,TA,TA.CZC,29,1.0,8.0,5,6778.0,2014-06-11,1.0,2800.0,0.041310120979640014,0,,,2.0
29,7472.0,2014-07-23,1.0,TA,TA.CZC,30,1.0,43.0,5,6778.0,2014-06-11,1.0,17350.0,0.10239008557096489,0,,,5.0
30,7290.0,2014-07-25,1.0,TA,TA.CZC,31,-1.0,3.0,5,7472.0,2014-07-23,1.0,3640.0,0.0243576017130621,0,,,4.0
31,7410.0,2014-07-30,1.0,TA,TA.CZC,32,1.0,6.0,5,7290.0,2014-07-25,1.0,600.0,0.01646090534979424,0,,,1.0
32,7380.0,2014-08-04,1.0,TA,TA.CZC,33,1.0,11.0,5,7290.0,2014-07-25,1.0,1800.0,0.012345679012345678,0,,,4.0
33,7380.0,2014-08-04,1.0,TA,TA.CZC,34,1.0,5.0,5,7358.0,2014-07-31,1.0,110.0,0.002989942919271541,0,,,1.0
34,7338.0,2014-08-05,1.0,TA,TA.CZC,35,-1.0,2.0,5,7380.0,2014-08-04,1.0,1050.0,0.005691056910569106,0,,,5.0
35,7324.0,2014-08-06,1.0,TA,TA.CZC,36,1.0,2.0,5,7338.0,2014-08-05,1.0,-350.0,-0.0019078768056691197,0,,,5.0
36,5560.0,2014-10-13,1.0,TA,TA.CZC,37,1.0,69.0,5,6890.0,2014-08-06,1.0,-33250.0,-0.193033381712627,0,,,5.0
37,5560.0,2014-10-13,1.0,TA,TA.CZC,38,1.0,5.0,5,5808.0,2014-10-09,1.0,-1240.0,-0.04269972451790634,0,,,1.0
38,5820.0,2014-11-25,1.0,TA,TA.CZC,39,-1.0,44.0,5,5560.0,2014-10-13,1.0,-7800.0,-0.046762589928057555,0,,,6.0
39,5036.0,2015-03-05,1.0,TA,TA.CZC,40,-1.0,101.0,5,5658.0,2014-11-25,1.0,18660.0,0.10993283845881938,0,,,6.0
40,5036.0,2015-03-05,1.0,TA,TA.CZC,41,-1.0,87.0,5,5020.0,2014-12-09,1.0,-80.0,-0.0031872509960159364,0,,,1.0
41,4824.0,2015-03-09,1.0,TA,TA.CZC,42,1.0,5.0,5,5036.0,2015-03-05,1.0,-7420.0,-0.04209690230341541,0,,,7.0
42,4506.0,2015-03-31,1.0,TA,TA.CZC,43,-1.0,23.0,5,4824.0,2015-03-09,1.0,11130.0,0.06592039800995025,0,,,7.0
43,5250.0,2015-04-15,1.0,TA,TA.CZC,44,-1.0,16.0,5,4658.0,2015-03-31,1.0,-2960.0,-0.1270931730356376,0,,,1.0
44,4600.0,2015-08-06,1.0,TA,TA.CZC,45,-1.0,129.0,5,4658.0,2015-03-31,1.0,1740.0,0.0124516960068699,0,,,6.0
45,5084.0,2015-05-25,1.0,TA,TA.CZC,46,-1.0,5.0,5,5028.0,2015-05-21,1.0,-280.0,-0.011137629276054098,0,,,1.0
46,5226.0,2015-06-03,1.0,TA,TA.CZC,47,-1.0,9.0,5,4982.0,2015-05-26,1.0,-1220.0,-0.04897631473303894,0,,,1.0
47,5236.0,2015-06-11,1.0,TA,TA.CZC,48,-1.0,2.0,5,5158.0,2015-06-10,1.0,-390.0,-0.015122140364482357,0,,,1.0
48,4600.0,2015-08-06,1.0,TA,TA.CZC,49,-1.0,53.0,5,5078.0,2015-06-15,1.0,2390.0,0.09413154785348563,0,,,1.0
49,4674.0,2015-07-10,1.0,TA,TA.CZC,50,-1.0,2.0,5,4440.0,2015-07-09,1.0,-1170.0,-0.052702702702702706,0,,,1.0
50,4572.0,2015-10-28,1.0,TA,TA.CZC,51,-1.0,84.0,5,4724.0,2015-08-06,1.0,5320.0,0.03217612193056731,0,,,7.0
51,4510.0,2015-08-31,1.0,TA,TA.CZC,52,-1.0,6.0,5,4360.0,2015-08-26,1.0,-750.0,-0.034403669724770644,0,,,1.0
52,4600.0,2015-10-29,1.0,TA,TA.CZC,53,1.0,2.0,5,4572.0,2015-10-28,1.0,980.0,0.006124234470691163,0,,,7.0
53,4602.0,2015-11-24,1.0,TA,TA.CZC,54,-1.0,27.0,5,4600.0,2015-10-29,1.0,-70.0,-0.0004347826086956522,0,,,7.0
