date,NormalIC,NormalIR,RankIC,RankIR,FacRtn,RtnIR,number
2011-10-25,0.4589007697253054,-0.07415577045300618,0.5999999999999999,-0.012259154632393703,,,5
2011-10-26,0.45015917803837857,-0.06386253102410767,0.4999999999999999,-0.012259154632393703,,,5
2011-10-27,-0.16437216214913322,-0.05750569590300169,-0.29999999999999993,-1.4848623079288043e-16,,,5
2011-10-28,-0.6810552842454378,-0.061808835196632814,-0.7999999999999998,-0.00492780631996894,,,5
2011-10-31,0.24759290106593468,-0.06527141133166955,0.4999999999999999,-0.0027158121322218933,,,5
2011-11-01,0.9408921651362608,-0.03970580375643265,0.8999999999999998,0.021574584137872933,,,5
2011-11-02,-0.8547931351322725,-0.03778100608973022,-0.7999999999999998,0.01663927667656592,,,5
2011-11-03,0.4757736209952999,0.0001279627634097789,0.6999999999999998,0.05827940617845794,,,5
2011-11-04,-0.7615475593343537,-0.0022459240273647926,-0.8999999999999998,0.05827940617845794,,,5
2011-11-07,-0.6541376470444871,-0.007534015543007111,-0.5999999999999999,0.04576588774927074,,,5
2011-11-08,-0.5792101045909887,-0.004333678440102252,-0.4999999999999999,0.05342565657539516,,,5
2011-11-09,0.659502946231636,-0.0021230825990994403,0.09999999999999998,0.03437894073158775,,,5
2011-11-10,-0.8272489575795322,-0.02957021860299364,-0.6999999999999998,-0.00523336022341956,,,5
2011-11-11,0.8273926531813772,-0.013408541725740188,0.8999999999999998,-0.002737122323445494,,,5
2011-11-14,-0.61864612190726,-0.03648592772326996,-0.7999999999999998,-0.03473839515288461,,,5
2011-11-15,-0.5799075526434112,-0.029408628518822828,-0.29999999999999993,-0.025064977643349917,,,5
2011-11-16,-0.030498577794582746,-0.037032511539063076,0.09999999999999998,-0.04563411060622279,,,5
2011-11-17,-0.39295867150637404,-0.022479337722218887,-0.29999999999999993,-0.03581517227295122,,,5
2011-11-18,0.6295864865572265,-0.004149944958239406,0.7999999999999998,-0.022863609451913434,,,5
2011-11-21,-0.3861491788246779,-0.00016181684291292987,-0.09999999999999998,-0.002815301098897938,,,5
2011-11-22,0.07793743557806916,-0.01683711754711342,-0.29999999999999993,-0.03666159476266848,,,5
2011-11-23,-0.4731627021206225,-0.01969360400677749,-0.09999999999999998,-0.0212668958034976,,,5
2011-11-24,-0.6482612111706972,-0.029903709553700364,-0.6999999999999998,-0.028679418177084665,,,5
2011-11-25,0.783303549647941,-0.030205822500987745,0.8999999999999998,-0.02597889082014977,,,5
2011-11-28,-0.6194864536549072,-0.06046456958644266,-0.29999999999999993,-0.04968163149895851,,,5
2011-11-29,-0.4882986600804424,-0.09346468166115811,-0.29999999999999993,-0.07660070834223197,,,5
2011-11-30,0.712326590025639,-0.06051345402849739,0.7999999999999998,-0.03930221829312581,,,5
2011-12-01,-0.06561355897565634,-0.045863240181049945,0.29999999999999993,-0.01059554053913797,,,5
2011-12-02,0.014088959344643541,-0.059468345461562856,0.09999999999999998,-0.026773489690485826,,,5
2011-12-05,-0.0029120640194995606,-0.04468262978516536,0.29999999999999993,-1.6787068354025957e-16,,,5
2011-12-06,0.9606522168493448,-0.025337877069731916,0.8999999999999998,0.02654231406053376,,,5
2011-12-07,-0.5750439535970057,-0.060334658983903604,-0.29999999999999993,-0.0026851999461466724,,,5
2011-12-08,-0.7536699757279657,-0.10844496420905671,-0.6999999999999998,-0.0460224753387454,,,5
2011-12-09,-0.2620865332127077,-0.13219025545321203,-0.29999999999999993,-0.07091974109418438,,,5
2011-12-12,-0.11532155095345632,-0.14871469431646037,0.09999999999999998,-0.0765455719161073,,,5
2011-12-13,-0.17260929986428059,-0.1315180646524171,-0.29999999999999993,-0.06361715941468789,,,5
2011-12-14,-0.8684860268162015,-0.15700007058380994,-0.6999999999999998,-0.09355165398040333,,,5
2011-12-15,-0.341891118789332,-0.16460795224442162,-0.3999999999999999,-0.1042882931183481,,,5
2011-12-16,-0.7392093696790708,-0.16278456281674047,-0.5999999999999999,-0.09938426506674576,,,5
2011-12-19,0.7028547625626482,-0.14256532824274007,0.5999999999999999,-0.08201186616844232,,,5
2011-12-20,0.6767124746161111,-0.10798018305791808,0.5999999999999999,-0.04650326458185271,,,5
2011-12-21,0.20610023892293458,-0.07794745949238395,0.19999999999999996,-0.01939799903756074,,,5
2011-12-22,0.7361078129097005,-0.048654300250233824,0.6999999999999998,-0.0027399935813637454,,,5
2011-12-23,-0.8044733119532923,-0.0642251325527545,-0.7999999999999998,-0.0027399935813637454,,,5
2011-12-26,0.3996153162202196,-0.08052083686713513,0.4999999999999999,-0.011059853296330647,,,5
2011-12-27,0.0801276230304635,-0.057484869671243714,0.0,0.01409415384425807,,,5
2011-12-28,0.5680968345663501,-0.06515509778791245,0.3999999999999999,0.005682819519712708,,,5
2011-12-29,0.5338551952282268,-0.07086204669524988,0.7999999999999998,0.01128860301094039,,,5
2011-12-30,0.43092730629402987,-0.05033752883976584,0.7999999999999998,0.04757993098542558,,,5
2012-01-04,0.605497480598605,-0.02143052034053337,0.8999999999999998,0.08886936543523326,,,5
2012-01-05,-0.5152847726573376,-0.037766159383245866,-0.4999999999999999,0.07725338107014766,,,5
2012-01-06,0.928731260389976,0.0106801850261891,0.8999999999999998,0.12757572265726902,,,5
2012-01-09,-0.8334145498831331,-0.0342174298524714,-0.7999999999999998,0.08034808101585834,,,5
2012-01-10,-0.5506385866998585,-0.06998979181725185,-0.8999999999999998,0.03302687746166448,,,5
2012-01-11,-0.4716980826360437,-0.05932913852793419,-0.4999999999999999,0.04463679994969431,,,5
2012-01-12,0.6406699267306702,-0.03916381468488772,0.5999999999999999,0.06653522965199225,,,5
2012-01-13,-0.12178956203798715,-0.028607178278472492,-0.3999999999999999,0.055201502399504186,,,5
2012-01-16,0.5560130464358667,-0.0013523110440113743,0.7999999999999998,0.07626784624293373,,,5
2012-01-17,0.8671410914387853,-0.004545857682172172,0.5999999999999999,0.0687586062900227,,,5
2012-01-18,0.05663917639782528,-0.02056549022136504,-0.4999999999999999,0.038539076552028206,,,5
2012-01-19,0.7136109894621915,-0.013258963134331055,0.7999999999999998,0.04377227543612534,,,5
2012-01-20,0.6879029235179513,-0.006537144855950056,0.29999999999999993,0.03843260173874317,,,5
2012-01-30,0.8370583439507289,0.0210821992762057,0.6999999999999998,0.06538033295240947,,,5
2012-01-31,-0.40810866775688387,0.028785850779950887,0.0,0.0886194901276812,,,5
2012-02-01,-0.7962699701729398,-0.00010125858340737632,-0.6999999999999998,0.05494668567164184,,,5
2012-02-02,-0.12998167466492594,-0.029947108432620356,0.5999999999999999,0.04717578743742956,,,5
2012-02-03,0.41694552883623015,0.00556589408812603,-0.09999999999999998,0.06768777315033798,,,5
2012-02-06,0.6822070786684835,0.011328616593536706,0.3999999999999999,0.059673769664715874,,,5
2012-02-07,0.6812770624050994,0.05204123041756278,0.6999999999999998,0.1063909212289576,,,5
2012-02-08,-0.030211443904650297,0.07043679873971,-0.29999999999999993,0.11592284071497967,,,5
2012-02-09,-0.04315827937335903,0.08654636970307876,0.0,0.13149871065031904,,,5
2012-02-10,0.08578641178222102,0.07070514219597372,0.29999999999999993,0.13716692067669684,,,5
2012-02-13,0.26152283199263365,0.10431495579132194,-0.09999999999999998,0.1570628493047576,,,5
2012-02-14,0.24284050519938144,0.0883398327973999,-0.09999999999999998,0.12967125870562551,,,5
2012-02-15,-0.9344308230806713,0.07773402937031249,-0.7999999999999998,0.12967125870562551,,,5
2012-02-16,0.974091431962835,0.1223954276202448,0.8999999999999998,0.16349868673682696,,,5
2012-02-17,0.30787138498286354,0.1321595769992253,0.19999999999999996,0.16641980088599406,,,5
2012-02-20,0.24558082894609107,0.15164001416947107,0.29999999999999993,0.18483909662801934,,,5
2012-02-21,-0.8621673893606916,0.10615657935603719,-0.6999999999999998,0.1396568296706526,,,5
2012-02-22,-0.4651905014450824,0.10366001154466926,-0.3999999999999999,0.13005944121978524,,,5
2012-02-23,0.511398824094179,0.11561548081509138,0.4999999999999999,0.1535756681732445,,,5
2012-02-24,0.3849642588418893,0.1410535679067866,0.29999999999999993,0.16535398318470576,,,5
2012-02-27,0.24623000653257496,0.1692031531112324,0.29999999999999993,0.19808637105826488,,,5
2012-02-28,-0.9898838478988459,0.11521641083695135,-0.9999999999999998,0.13898456675675613,,,5
2012-02-29,0.911705202038044,0.15856487558092108,0.8999999999999998,0.17215247871896724,,,5
2012-03-01,0.7604450740472911,0.19399289971216566,0.5999999999999999,0.19800457746446107,,,5
