date,NormalIC,NormalIR,RankIC,RankIR,FacRtn,RtnIR,number
2010-09-01,-0.16156233202714063,-0.11055195113978263,-0.2,-0.11224591672137715,,,4
2010-09-02,0.9826113877348532,-0.09740851273318944,1.0,-0.10005544774476517,,,4
2010-09-03,-0.30403469553373197,-0.08685680157831645,-0.4,-0.09035268279848574,,,4
2010-09-06,0.017965862558155878,-0.06830446224294834,0.4,-0.058932616687133524,,,4
2010-09-07,0.8555140435275566,-0.03187059714612697,0.4,-0.04271259896190342,,,4
2010-09-08,0.13032317466644325,-0.046981619203563606,0.4,-0.042712598961903415,,,4
2010-09-09,-0.542449847594798,-0.08271470408713749,-0.2,-0.058932616687133524,,,4
2010-09-10,0.9170246650638318,-0.03269210767411068,1.0,-0.005348152231202958,,,4
2010-09-13,0.4664406354964167,-0.04310489696819317,0.4,-0.016217079586714485,,,4
2010-09-14,-0.38397730103866745,-0.03006609446608608,-0.4,4.281403357953208e-17,,,4
2010-09-15,0.8268212009711269,0.0158557982545741,0.8,0.027180744793938613,,,4
2010-09-16,-0.2813620013580484,-0.017220362803018172,-0.4,-0.005493909559323594,,,4
2010-09-17,-0.7829527156880569,-0.018377033089472777,-0.4,0.0055556427446067525,,,4
2010-09-20,0.438431336002602,-0.029377333690348402,0.4,-0.005619504843620666,,,4
2010-09-21,-0.25394279846880424,-0.0334735674281816,-0.4,-0.01679606141530367,,,4
2010-09-27,-0.6130702444836912,-0.07429062350741494,-0.2,-0.04548721189224852,,,4
2010-09-28,0.22940611249100573,-0.04272648513961884,0.2,-0.011638901222806326,,,4
2010-09-29,-0.09280519100642311,-0.06249146528945088,-0.4,-0.0471938085784451,,,4
2010-09-30,-0.9411111262655755,-0.07300464801511804,-0.8,-0.05829094784203207,,,4
2010-10-08,-0.8540002181026494,-0.1181261546743215,-0.8,-0.1053321413831396,,,4
2010-10-11,-0.4810374988214252,-0.10894772732171572,-0.4,-0.1053321413831396,,,4
2010-10-12,-0.9635280736198223,-0.11290615346747057,-1.0,-0.1053321413831396,,,4
2010-10-13,0.7302458399224352,-0.08632800528723962,0.4,-0.09313045625176092,,,4
2010-10-14,0.6629821974060475,-0.06107572111324652,0.4,-0.08107123910506403,,,4
2010-10-15,0.9337857422465882,-0.025208664525431083,0.8,-0.04566774129028475,,,4
2010-10-18,-0.9921239313724212,-0.05934108867474951,-1.0,-0.08410909895830494,,,4
2010-10-19,-0.6107626244022147,-0.09709199443802383,-0.4,-0.11955535803520202,,,4
2010-10-20,-0.47545723866906936,-0.13084109770167274,-0.8,-0.16619950784063994,,,4
2010-10-21,-0.8467289015300961,-0.14767041918845858,-0.8,-0.17590762638343566,,,4
2010-10-22,0.9117184404816264,-0.11460599979039814,0.8,-0.13947013120196855,,,4
2010-10-25,-0.8438518222659214,-0.11391403467279311,-0.4,-0.12496663596386694,,,4
2010-10-26,-0.17045498887822716,-0.11742932971168242,-0.2,-0.119555358035202,,,4
2010-10-27,0.34927727106093054,-0.08376039350064976,0.4,-0.08611496285519446,,,4
2010-10-28,0.8680952616847468,-0.040265735734231166,1.0,-0.0448718183105119,,,4
2010-10-29,-0.624009709980786,-0.08208805649980018,-0.4,-0.07961832823832729,,,4
2010-11-01,-0.9034667152886056,-0.09535589963350814,-0.8,-0.07961832823832729,,,4
2010-11-02,-0.7964391334803068,-0.14380073886578643,-0.4,-0.11550921614321862,,,4
2010-11-03,-0.9745605591869112,-0.15479979856295384,-1.0,-0.11550921614321862,,,4
2010-11-04,-0.9649156570117106,-0.174313791500121,-1.0,-0.14728245062736747,,,4
2010-11-05,-0.1348118346246111,-0.1652038451091645,-0.4,-0.15263120737118552,,,4
2010-11-08,-0.3763540579520454,-0.19129970776995425,-0.6,-0.17454128865131355,,,4
2010-11-09,-0.602009100195606,-0.18569158008495953,-0.8,-0.17454128865131355,,,4
2010-11-10,0.33033179992925776,-0.17197714377589166,-0.2,-0.18018036607658175,,,4
2010-11-11,-0.7487903412930477,-0.18931520377502797,-0.4,-0.19713902514669873,,,4
2010-11-12,0.9134527218594454,-0.18122708499208368,0.8,-0.19713902514669873,,,4
2010-11-15,-0.18139370457014795,-0.1879164403502704,0.2,-0.19110919993319173,,,4
2010-11-16,0.45739121927879517,-0.1643353348956781,0.4,-0.16793652629563566,,,4
