date,NormalIC,NormalIR,RankIC,RankIR,FacRtn,RtnIR,number
2015-02-12,0.686558249932854,0.12343325893304818,0.7000000000000001,0.05540847912301302,0.02024032437992318,0.16129751212208437,11
2015-02-13,0.3120170466747957,0.1257154575875917,0.30000000000000004,0.06736311686263252,0.005234346731291861,0.1568505197598773,11
2015-02-16,0.27588116925843453,0.15588219464120245,0.2272727272727273,0.08810068851381408,0.0016010233034818113,0.16277630201052215,11
2015-02-17,0.05738609637318101,0.1697074256741753,-0.04545454545454546,0.09483723430598164,0.005476931154042722,0.17638831047709969,11
2015-02-25,0.19118421346070594,0.1745386963250713,0.1181818181818182,0.10303748933649885,0.004894631877325379,0.18657337622472558,11
2015-02-26,0.5756873205844273,0.17778292273146112,0.4363636363636364,0.10337112007280216,0.014649697512758316,0.1969303832637061,11
2015-02-27,0.40988628059330323,0.17537281175104277,0.30909090909090914,0.09395889716706321,0.01611278260800586,0.19676762639215734,11
2015-03-02,-0.18045927865079453,0.1395299041267844,-0.26363636363636367,0.054964493779169746,-0.0015490768356224427,0.16211006619728474,11
2015-03-03,-0.6040144501614243,0.09809500856778351,-0.6363636363636365,0.013854549712598661,-0.005046969637944154,0.10489441447865366,11
2015-03-04,0.3563691442279972,0.13588302302226293,0.4454545454545455,0.05394085467877268,0.012512905142994007,0.13685981824714258,11
2015-03-05,0.4728792444735874,0.1788378941148882,0.4545454545454546,0.09536654250855948,0.004873622575460572,0.17004300048998333,11
2015-03-06,-0.030652307495028095,0.197071573580391,0.1181818181818182,0.10377679968304458,-0.001365775436421246,0.2041467982854082,11
2015-03-09,-0.47809509278661505,0.16493371977129048,-0.3272727272727273,0.09252886418399352,-0.005328585488565481,0.1931222503543949,11
2015-03-10,-0.27472256741982476,0.12920311455240263,-0.2545454545454546,0.05845915442985966,-0.006560116242936287,0.15739069448313306,11
2015-03-11,-0.7290375056736731,0.07580304267996725,-0.6090909090909091,0.010591820505975283,-0.02226688688003775,0.07196159209194578,11
2015-03-12,-0.09269219878037313,0.08247289566119163,-0.1272727272727273,0.022946130556463638,-0.005201195373499316,0.07380703638612285,11
2015-03-13,-0.33253013863812686,0.05002327739292338,-0.15454545454545457,0.006456843718929292,-0.012568065870203426,0.03571231850105443,11
2015-03-16,-0.20788857026634702,0.0346887010055374,-0.27272727272727276,-0.019860940383576286,-0.005781385244697994,0.020521228323281585,11
2015-03-17,-0.13012336137061956,0.030658914275257354,0.06363636363636364,-0.012123778073128236,-0.0028038504100033057,0.0204730566518747,11
2015-03-18,-0.07715294336705361,0.022003941510751267,-0.08181818181818183,-0.019055500591591213,-0.0018708972618956357,0.017458977255266437,11
2015-03-19,0.21580353147549206,0.01771103615445243,0.15454545454545457,-0.020610401050764667,0.00016162071617772012,0.005330942821509849,11
2015-03-20,0.17908891525371518,0.009936693387241778,0.17272727272727276,-0.027280608959492407,0.010719612832097805,-0.004842462419636684,11
2015-03-23,0.02807978707554494,0.01879306579620276,0.018181818181818184,-0.017644010404863804,0.00015995873317279675,0.004372696704195399,11
2015-03-24,-0.3145057541782471,0.036879047649093465,-0.28181818181818186,0.003801023475721011,-0.005245422605517561,0.03476786506478078,11
2015-03-25,0.24444652593126656,0.027601023574736015,0.30909090909090914,-0.0010009279809885736,0.00813208217973016,0.035506047285370164,11
2015-03-26,-0.00688146344752856,0.033715438800915716,0.027272727272727275,0.0022124790697291403,-0.002419228450859439,0.04213245794383267,11
2015-03-27,0.5185471944478395,0.07684660704870964,0.5272727272727273,0.049731459927739606,0.01755533767367312,0.08192897083794509,11
2015-03-30,-0.1355822937379508,0.08169104143377963,-0.07272727272727274,0.06142056953597949,-0.006203100099790859,0.07746028994573809,11
2015-03-31,0.30182875700685013,0.10765598583550987,0.08181818181818183,0.06710682757161654,0.012465225236307628,0.10102624803830919,11
